,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
186,15377,516,733,14138,1144,6203,6273,2139,99,341,773,5615,9213,0,13578,5900,0,25039,0,2721,137,1482,0,1943,1300,1972,1428,2237,3506,6333,0,0,3,5567,1696,3826,2651,66,2607,68,1399,4256,5542,2502,0,0,0,1095,734,0,5606,1,0,0,12868,10776,26094,10117,4386,4518,56,1384,3521,94761,0,4738,52212,10370,250935,0,10195,2587,1938,1424,276,2,8,7361,1024,21951,0,2814,19567,1014,0
187,14834,2412,1072,4303,1,0,10345,2075,0,748,2460,0,12562,0,4836,8736,0,21486,0,440,1403,4685,0,1172,1112,3040,358,1237,3652,505,0,0,320,544,1765,1873,94,821,505,0,937,879,3535,2151,0,0,0,1742,30,0,6250,0,0,0,7079,0,51606,31482,11,2173,0,2379,2596,51050,0,6032,1316,28,413441,0,1129,1007,1496,554,0,91,0,3029,104,549,460,17180,23387,1375,0
188,19810,2844,913,0,0,2,0,195,4710,0,503,0,1,1,0,1,0,0,1,12,0,495,3829,5152,2776,3833,303,3966,7467,0,0,0,890,622,1495,1,0,841,0,10370,1295,28,2142,2923,0,0,0,897,0,1581,514,1,0,0,1,1,5306,592,0,0,1353,0,0,3,0,456,0,1,261256,1,0,548,0,0,0,0,0,0,6465,0,0,349,1,1085,0
189,1106,271,59,2095,156,273,663,185,0,22,43,685,378,0,487,569,0,1915,0,241,198,465,462,494,420,727,236,359,226,471,0,0,3718,1547,253,851,1019,41,713,54,139,434,1032,557,21,0,0,274,193,43,598,0,0,0,829,591,1277,3148,251,388,63,114,199,8380,0,448,400,1117,22094,157,986,220,117,0,0,34,0,388,96,2622,0,318,2039,111,0
190,9734,4,1,9213,1041,1202,2987,1812,168,194,394,6505,4285,1,4626,1878,0,8508,0,1956,4246,3799,370,3326,1305,3413,301,1982,4344,1658,0,0,0,13601,787,3791,2194,562,1739,0,1495,2569,3256,1588,0,0,0,1449,0,1,2674,0,0,0,6191,3098,9917,13728,3094,2335,390,3082,918,29349,0,1387,38616,6588,101740,1,3850,1784,3870,25,1,585,0,2381,160,19351,0,2831,20514,485,0
191,7802,2275,228,5042,0,0,4182,1435,0,238,817,0,8054,1,3355,7900,0,13920,0,305,1228,3664,2,1211,735,1554,429,1061,2553,1817,0,0,0,178,2535,954,238,139,112,121,356,365,1097,892,0,0,193,1360,174,0,5063,0,0,0,6155,0,28385,31721,0,0,1,1404,1277,35702,0,3452,1253,236,222424,0,526,1262,81,403,0,0,0,1429,62,687,221,4208,5269,1105,197
192,1797,230,207,2161,318,1695,473,446,0,18,110,1170,1394,0,1045,939,0,4168,0,1000,607,767,142,615,320,1104,65,461,360,393,0,0,97,2146,330,689,780,0,717,1,408,394,584,656,0,0,0,407,185,68,721,0,0,0,1572,1521,2678,3339,1298,520,106,577,495,11921,0,683,9737,1372,27875,24,1137,556,1174,6,51,0,0,797,68,4564,0,963,3776,157,0
193,3705,314,326,7020,1438,3,2043,660,0,0,412,4028,2123,0,2989,846,0,5402,275,1813,1396,370,0,2725,2034,3749,762,3089,1510,3161,0,0,5,6902,298,2039,3158,319,526,561,368,1750,2057,1464,0,0,0,2355,276,0,1043,0,0,0,6179,2584,6353,12269,1640,1005,0,1648,1168,32253,0,1169,6490,3793,161516,429,2849,1310,1283,1293,0,0,0,3237,424,14115,0,2001,11199,415,0
194,1794,283,812,1725,336,117,838,406,15,44,341,381,2292,1,920,2553,2,8540,29,598,433,511,0,357,397,503,162,528,724,1138,0,0,0,2539,224,375,28,110,344,0,310,751,961,689,0,0,0,448,56,16,1237,0,0,0,3076,6864,4257,3627,2061,1916,46,544,861,24568,0,713,4723,366,51488,1,1821,565,83,77,269,1,2,1403,594,2833,201,176,1119,348,52
195,386,67,78,983,126,515,657,134,0,30,42,1330,266,0,318,240,0,1505,0,226,223,279,0,392,447,377,21,249,443,566,0,0,30,1463,39,323,481,0,347,1,147,167,373,312,1,1,0,211,2,0,291,0,0,0,466,439,2172,1065,179,201,23,262,149,5377,1,128,1699,982,18627,158,520,203,237,72,1,0,0,200,96,2439,0,358,1572,54,1
196,19747,539,6629,46866,3990,3696,19010,4011,0,1491,3959,9796,37467,0,9597,23093,0,74574,0,8564,9795,5744,0,6970,2501,10805,1212,3965,13190,21808,0,0,1,44939,2939,9934,5517,169,17240,0,5385,16004,24856,14013,0,0,0,9630,0,0,16169,0,0,0,25796,46355,101828,48481,27538,22300,598,8544,10276,235152,0,13089,89447,21742,877696,0,15658,7349,21506,4206,91,8,0,24415,6422,51748,0,5721,59173,4549,0
197,7862,829,339,8974,1225,5678,2851,674,0,376,560,6047,2209,0,3371,3248,0,13039,0,3911,2655,1598,0,3011,1052,4223,1167,1951,2269,4655,0,0,0,9783,1310,2536,2432,1137,3662,0,876,801,1389,1992,0,0,0,2016,0,0,1317,0,0,0,4049,7227,9824,12778,2392,1887,1324,2617,1398,38379,0,1135,17599,6443,156724,346,2923,1036,3672,0,60,0,485,2055,688,14662,0,1286,4349,667,0
198,6753,203,1071,8688,814,4006,1686,1116,0,0,113,2345,3129,183,3052,2782,0,8909,0,1199,591,2617,2,935,1388,2074,815,1785,1231,1482,0,0,954,7593,376,4192,1212,154,1006,1,229,1172,3305,2348,1,0,0,1705,934,127,1399,0,0,1,4249,4687,4398,11814,2770,1403,24,1120,1052,26344,0,1293,10914,4019,97421,0,1538,1284,2201,224,0,0,0,585,312,7830,0,1118,9345,502,0
199,13730,981,825,8681,1832,3272,4217,1199,1,348,229,6157,3473,0,2862,1451,0,9532,0,2161,3174,1298,149,880,743,3616,554,1092,2537,3036,0,0,420,10620,908,3229,2345,344,2187,164,638,786,2043,2110,0,0,0,1446,313,0,3200,1,1,0,8283,4044,9514,13186,7052,1952,0,1742,2251,49700,0,1338,6433,4022,129736,1238,6104,1348,1216,140,0,230,0,2616,389,29474,0,1541,8740,962,313
