,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
163,9106,62,10064,0,48,9616,10096,4,0,490,8538,13840,3733,1815,17823,1,1751,2,0,5893,2,14380,3287,860,3209,3364,7883,0,0,13114,6419,0,3468,5029,1,1,3,4312,16416,3267,0,1,5,2575,0,0,0,31772,4884,5041,0,0,1504918,717,2,1404,0,0,21940,12448,163,1,1454,0,4881,729,0
164,837,247,1474,0,1444,1457,1020,2025,91,259,512,652,0,1239,2030,0,724,0,0,2564,0,382,599,689,151,706,536,0,0,86,216,55,1068,512,312,275,507,1053,1026,1378,0,0,781,26,0,0,0,1619,1433,1072,0,0,66312,792,0,420,0,14,163,1671,1048,0,65,65,192,375,0
165,8968,4410,10867,1,6972,13292,7303,21903,157,2839,8254,6096,423,6641,21032,0,6836,0,0,15445,193,6593,3188,8098,980,6140,6396,0,1,940,1606,1041,14819,5087,5036,2616,2388,6220,7136,10613,1,0,4401,1,1,0,513,22820,19430,19213,2,1,503714,10792,0,4934,0,792,4840,4313,14516,0,350,508,5261,3666,0
166,3094,2626,13510,0,3541,7241,6591,19048,411,685,4737,3511,458,9605,14698,0,4807,0,0,5215,2,7023,4160,8548,816,7050,3482,0,0,1,663,722,7766,2059,1137,477,2428,2998,4182,6588,0,0,7385,0,0,0,24,5484,6980,1964,42,0,58642,6521,0,2571,0,0,2792,8153,1749,0,560,1222,1158,2772,0
167,1312,423,970,0,594,2182,800,4880,1,529,1763,677,0,2709,1491,0,946,0,0,948,0,205,1203,313,509,1890,1175,0,0,0,195,17,35,3,419,2,475,1480,1311,961,0,0,61,0,0,0,12,8101,1104,712,0,0,53674,1973,0,1617,1,0,2576,1863,642,0,141,563,990,1001,0
168,8989,2638,7632,160,427,11160,4221,14023,1,1430,11333,9612,0,5526,6622,0,21122,1,0,12030,19,7734,7168,4394,2432,4669,957,0,0,1,3,3,2774,0,9345,224,3118,6443,4452,1860,0,0,7147,0,1,0,0,54678,9275,11734,0,0,398382,265,0,9718,0,0,5321,9118,5977,1,801,3193,2449,5658,0
169,497,100,177,0,1997,3245,224,746,38,410,796,264,0,3604,912,0,1154,0,0,427,0,1463,2097,1897,456,2316,73,0,0,0,405,0,184,875,100,0,15,1290,1894,1133,0,0,160,0,0,0,0,18836,2241,2107,8,0,103673,1813,0,622,1,0,4288,488,246,0,286,0,27,215,0
170,1112,1327,4324,0,2622,6649,4161,9876,176,335,3485,2984,145,4367,6431,0,3466,0,0,3242,0,2645,2102,4194,1614,4097,3095,0,0,1020,773,469,5290,1934,1925,1042,1989,2821,3741,3145,0,0,2151,2,0,0,0,3944,3699,1555,547,0,49960,3066,0,1694,0,336,1067,9409,1799,2,254,376,1498,1676,0
171,18742,12010,0,1,3017,0,863,5565,6143,1329,3228,7205,3686,0,0,1541,1358,6107,1301,7,4105,2442,1090,3556,1805,3491,5206,3574,517,3174,2091,3265,1538,1379,2462,7869,1901,3898,2624,3244,3035,0,3281,1410,2139,8356,5038,2124,613,1,4800,11276,582924,0,247,297,433,4328,0,0,0,5002,1985,1820,3407,2421,0
172,3708,1990,6957,0,8239,3368,3637,9211,0,206,3509,2430,1,4519,9532,0,3667,0,1,47,18,5515,2903,6352,673,6119,3704,0,0,823,1024,511,5347,4043,1289,18,809,3963,7544,8126,0,0,1388,0,1,1,62,12477,2582,2377,135,0,459151,7765,0,1371,0,0,1397,2888,2711,2,395,557,2166,761,0
173,2261,0,14378,0,1323,4911,5012,8153,0,0,9807,1237,0,6957,10330,0,12777,0,0,4608,34,5128,7274,9177,1,5732,29,0,0,102,1154,0,4367,3862,3389,1,12808,8886,3938,2287,0,0,0,0,0,1,0,43586,4575,4869,1,0,496297,11622,0,3260,1,2487,8722,13954,3538,1,2,0,0,4494,0
174,9240,4335,15245,0,950,10147,922,7048,1,730,5445,20880,1,10415,14455,0,15492,0,0,16956,4,8762,17516,340,7670,8210,4,0,0,3,1070,4,9092,1613,6667,2,4705,10305,13487,3773,2,0,5685,0,0,0,0,91565,9916,24981,2,0,311897,7182,1,4091,90,0,7935,5273,12419,3,6,2,2673,6193,0
175,3479,2218,7282,0,6278,6719,4220,10016,688,1397,4294,3815,2,2096,3625,0,4477,3,0,7356,11,2168,1729,4076,1144,2610,2018,0,0,609,1015,171,5668,2418,3135,1160,702,1464,5017,2598,8,0,4999,356,1,0,137,5042,5689,1973,3,0,52493,5391,1,1916,0,294,479,3816,3793,9,175,260,1373,1662,0
176,1393,1264,2859,0,2850,4167,2093,5459,286,32,3000,2869,20,2129,10701,0,2955,0,0,13,61,8251,5558,11313,2313,9379,1684,0,0,437,797,1,4334,3370,2831,0,2451,2636,663,1325,0,0,2505,0,0,0,68,18067,2533,5944,0,0,275770,5282,0,629,0,479,3157,5072,2690,0,3,7,632,2250,0
177,2025,1817,7742,0,7964,6465,3681,9251,97,193,6603,3187,617,4233,14513,4,7706,1,1,8331,315,5544,4650,12013,1979,5921,1458,1,2,8853,2673,504,9127,3380,2686,888,2968,3909,8914,7308,1,1,5911,338,6,8,0,40397,7759,11317,2,5,197351,5490,0,4879,4,1,4473,7968,4429,3,385,1317,2675,2964,1
178,11147,116,6715,0,0,9569,3819,9645,0,1463,11731,5847,0,10536,9920,0,9860,0,0,3396,0,9686,5816,14957,3966,6400,4244,0,0,3859,71,1430,8506,1141,1996,0,5,2645,22157,5246,0,0,1553,11,0,0,0,38820,7710,16374,0,0,770368,17573,0,23,0,0,5166,8135,3051,0,1355,1545,2252,4945,0
179,17735,6417,36,0,2,9256,7822,8384,1,0,8409,471,1,19528,8894,0,22638,0,0,8714,6097,22214,12173,4902,4541,9922,17786,0,0,24,2,1627,3920,3810,2817,4,7258,13778,21130,4177,0,0,5146,5231,0,0,2,65715,0,1601,0,1,1038564,1,0,4952,0,0,9137,7068,3,0,0,0,7908,10777,8
180,713,1,0,1,0,5117,0,7036,0,4046,4257,5,0,831,7396,0,0,1,0,3802,0,24953,9951,25196,14748,38470,552,0,1,0,0,0,2869,10195,711,0,3380,1583,3143,3677,0,0,5784,0,0,0,0,40690,0,41,0,0,79731,8094,1,1787,0,0,0,8652,0,5274,542,0,4263,1108,0
181,305,0,13,0,1465,5326,0,2107,0,567,4366,118,0,2827,7457,0,3593,0,0,934,0,6019,1809,5776,0,4534,131,0,0,0,0,0,2981,2081,37,2369,1072,5085,721,3046,0,0,40,0,0,0,812,25305,0,11545,0,0,161553,4430,0,2474,0,0,10230,705,2190,0,1694,1,25,1817,0
182,4434,1,5057,0,597,10436,5680,4524,0,1086,6062,331,0,1903,9943,0,5309,0,0,1517,12,2609,3267,15409,14,6166,2837,0,0,3725,2036,0,2971,10,409,1,2182,4603,8572,134,0,0,351,32,0,0,54,49445,6593,7464,0,0,300052,1711,0,778,0,0,2729,2029,29,1,0,10,0,8842,0
183,2611,448,2460,0,2930,4677,2330,8713,6,212,4505,2882,383,2540,10225,0,6583,0,0,41,212,4933,3287,9434,3432,6411,1206,0,0,1,2041,1432,5169,3444,2167,1,1031,2805,5243,1143,0,0,6001,0,0,0,1,16534,3748,1500,0,0,266114,7691,0,1931,0,675,5366,4893,4434,2,1429,563,2583,2530,0
184,148,3,4486,0,3056,6759,3171,3439,2,4,9855,783,4,1905,4598,0,10520,0,0,1704,1,4930,7236,10819,1654,5707,1531,0,0,289,3084,1540,867,1099,4382,2,0,41,13261,654,1,1,432,0,0,1,0,31964,7,6012,0,0,143689,2919,1,9778,0,0,12986,7193,1338,1,17,579,3005,2961,0
185,1407,275,3783,0,1702,4487,2383,3626,0,1359,3591,1710,0,3284,4680,0,3628,0,0,3171,0,3877,3939,5670,1110,3545,629,0,0,927,1649,651,3171,1781,824,2,1211,2856,2437,1765,0,0,2403,1,0,0,3,29002,2971,8005,0,0,147616,3936,1,1470,0,1118,2862,6730,4819,0,509,360,779,1314,0
186,6652,2154,6779,0,1563,26432,4370,17603,23,1133,10117,3536,0,986,11240,0,5684,0,0,3,0,9448,3472,12665,1170,6850,1900,0,0,1,675,734,11594,1389,2069,869,3264,9351,3018,12044,0,0,2221,1,0,0,1062,22817,14991,7733,0,0,139211,5124,0,6614,58,1,0,5851,0,895,7,362,1642,2671,0
187,3171,2,5668,0,1,7531,1836,607,1,1791,0,1959,1432,6711,994,0,8939,0,0,432,2,12907,13726,10395,2886,10297,25,0,0,810,2,1,3381,284,1,0,268,406,5979,576,0,0,5956,0,3,1,0,37907,226,5176,0,3,245010,35,0,331,0,0,0,738,593,0,2622,1,2709,45,0
188,13044,1,2874,0,8304,4746,1940,14628,0,3900,5796,982,0,5850,4732,1,2438,1,0,8837,0,30,7992,17391,6907,16264,438,0,0,1470,3,3318,1653,14,371,1,1,4981,4072,2827,0,0,861,1,0,1,925,41326,13209,12705,0,0,717354,14636,0,2012,0,0,10480,2861,8703,0,1184,1089,2185,3246,0
189,177,0,297,0,189,105,0,197,0,1,294,697,0,126,270,0,31,0,0,380,0,2524,1337,1928,499,1801,102,0,0,2,68,66,185,277,274,0,366,318,118,497,0,0,564,32,0,0,0,4773,154,0,110,0,19480,470,0,0,0,0,0,2711,0,0,0,0,21,161,0
190,1033,1,63,0,431,201,9,483,60,0,509,838,0,389,752,0,507,0,0,237,1,4980,2054,5493,1702,4471,155,0,0,811,155,3,32,2129,46,0,1,1221,1550,283,0,0,211,109,0,0,0,23875,408,4903,0,0,346030,306,0,480,0,0,1120,2521,220,0,0,3,147,438,0
191,3152,996,6173,0,6523,6848,4779,4613,1640,430,5543,3885,0,7530,9506,0,4659,0,0,1027,0,15004,4295,16686,2813,12144,2655,0,0,1,10,622,13072,3626,2217,1,2869,9932,6759,3465,0,0,5590,0,1,0,0,9425,5186,10584,1,0,440370,6910,0,4942,0,1512,3736,4918,6216,0,233,0,2867,3781,0
192,4,64,732,0,174,403,553,1371,1,276,569,726,69,572,1224,0,219,0,0,116,25,642,1214,2275,651,1750,1,0,0,0,251,3,464,170,450,2,274,326,1000,121,1,0,152,0,1,0,0,3475,377,216,0,0,31667,643,0,435,0,0,0,2036,167,0,1,0,398,108,0
193,3664,1,16519,0,544,12372,441,8368,251,1015,6078,5990,0,12126,6922,0,6431,0,0,9123,0,6899,9531,7638,4471,8324,2164,0,0,3,286,2,2710,265,1928,1,26,6121,7536,2515,0,0,1035,21,0,0,0,41218,4629,4310,0,0,145910,9092,0,475,0,266,6775,4774,5459,0,0,0,4359,3674,0
194,200,1,435,0,410,148,298,0,1,0,360,59,0,238,288,0,198,0,0,1,0,2493,1596,4503,1011,2765,0,0,0,2,473,292,1,156,255,0,657,99,7,242,0,0,412,0,0,0,0,13187,0,1060,1,14,14320,644,0,489,0,0,0,1029,0,27,25,0,291,0,0
195,2049,1568,8306,0,5553,4951,3991,10356,71,569,3623,2480,359,2224,4849,0,2814,0,0,6142,0,3057,2213,5356,915,2867,3868,0,0,200,1283,908,6309,2349,2445,611,1789,1867,2424,4102,1,0,5887,616,0,0,10,3524,3415,1503,0,1,67063,5663,0,2267,0,271,1094,8693,2789,0,178,479,2316,1840,0
196,8232,1608,7448,0,3599,9464,4297,10530,526,655,12187,3440,948,5197,8649,1,10250,0,0,370,1,9073,4054,11087,3043,13033,4136,0,0,1966,1565,2765,12263,2320,2887,659,1047,12130,7079,8854,0,0,5155,0,0,0,52,19265,7798,11008,0,0,215258,5919,0,6743,0,4,2717,6215,13377,1,1078,1786,2301,6884,0
197,5097,2901,19177,0,9849,19171,12190,36555,0,2086,9820,8590,0,8745,23047,0,12019,0,0,6814,5,7310,3304,14905,1790,3603,6636,0,0,1040,810,1436,17461,6974,1785,4473,3695,8915,18341,18915,0,0,10410,0,0,0,0,11025,15381,3016,8,0,371641,22424,33,3176,0,534,7461,19589,5295,1,1015,1424,4581,6178,0
198,354,0,1720,0,555,669,307,2756,0,341,1604,2963,0,447,619,0,541,0,0,218,416,2771,3188,4117,1036,3698,335,0,0,3,29,121,416,309,0,4,722,98,1155,1291,0,0,1294,1,0,1,0,2883,710,0,0,0,51021,1694,1,272,0,0,0,5844,158,2,96,83,359,515,0
199,2408,864,5373,0,1123,2479,1713,9498,95,384,1631,3667,190,427,5780,0,2553,0,0,4872,390,1799,1545,2752,649,2176,2294,0,0,2171,969,300,2322,727,1608,640,969,2057,4563,2231,0,0,1816,68,0,0,4,2111,4643,345,0,0,133879,2170,0,1816,11,133,237,2796,4049,0,203,544,2274,1562,0
