,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
137,27200,0,44508,5493,12,18787,4083,3330,40366,7520,0,9918,12628,35857,1805,7817,6372,5865,11297,5510,241,1048,2291,604,8247,9905,490,0,4623,11747,1825,832,8863,12446,6383,1,29583,1078,974,12578,12815,8686,4208,2375,4180,4360,3427,0,10985,23138,19232,36096,34729,19935,10135,0,2671,4174,7178,201991,3339,30747,18262,12250,835068,3761,17346,10521,6872,0,11196,68507,6469,20840,5787
138,1903,0,4738,337,379,859,892,681,4699,1314,0,1371,1026,5958,106,1423,1347,1067,1090,1100,52,102,31,73,597,1192,383,3,171,914,37,75,2340,646,492,9347,3668,271,301,1063,1772,1150,1484,1756,1294,592,108,0,948,3155,1863,1796,7764,942,844,0,523,530,476,13476,581,3869,3901,1516,6965,552,3361,475,594,2,1884,3877,1433,7511,716
139,2,0,0,0,1747,0,0,0,0,1013,269,806,0,0,206,0,0,0,0,2105,0,544,354,123,3988,6889,2484,0,1234,4821,731,716,45,0,0,0,644,0,76,0,0,5,0,1,0,1,266,591,0,0,0,1,0,0,0,458,0,39,0,0,0,0,0,0,8703,0,0,0,0,1802,0,546,0,0,0
140,31192,9,55930,5864,2,14704,4158,4899,16417,8124,0,7484,5357,39643,2122,4117,10371,8441,8786,5368,341,814,1881,86,7650,7147,4140,0,3069,7122,543,978,7991,13195,7503,8053,35697,3149,2261,16958,25221,14521,3992,6428,7482,5945,2124,0,7787,22725,9847,31779,41389,10243,12916,0,7563,2072,4597,143806,6360,59408,13758,8551,857060,3487,14026,8096,4200,0,3165,100978,10506,26100,3608
141,2387,0,3,0,0,605,0,0,0,0,23223,58,0,0,3969,0,0,0,3608,29185,1069,6741,2248,2519,21849,19872,5749,286,2721,15316,0,5558,8245,0,1843,0,3030,1,0,316,0,2284,173,0,0,3243,1011,3339,366,0,0,1761,14809,1,0,8363,0,0,0,6,5,0,8854,1076,45507,0,0,148,0,0,0,0,0,0,1429
142,4,3,0,0,7,0,0,3,0,0,77,0,0,0,0,0,0,0,0,7993,572,1105,1878,843,4044,9319,0,0,4548,7446,606,1788,222,2,0,0,266,241,0,0,13,1720,359,0,53,0,171,0,0,0,0,3,0,0,0,2681,0,0,0,1,0,1,0,0,25338,436,0,0,0,3311,0,1,824,0,0
143,11019,8,23474,6076,202,7925,1192,1088,10730,4776,0,4141,7440,26556,825,3179,3345,6790,6117,3320,251,392,365,245,2679,5745,902,235,1201,2666,162,147,5355,11188,4439,6200,30236,931,3616,7154,2885,7076,1245,3519,2828,5659,1355,0,6175,18380,11096,8550,40207,7812,6260,0,2961,4507,1510,98731,1722,948,3943,5711,153539,3025,6122,2747,802,0,3819,63837,5390,25478,2776
144,3594,0,2264,1390,215,450,440,275,1155,713,0,1093,309,1756,56,482,456,731,271,427,1,90,0,70,450,737,139,119,56,402,90,25,566,318,513,1,4959,153,271,393,1274,1085,372,247,134,519,391,31,573,1178,617,3829,2828,885,876,57,130,280,571,6136,188,6868,3073,250,75431,309,1343,645,41,0,683,8274,617,3421,506
145,3509,0,330,1247,1854,41,297,89,2842,940,1,484,140,576,125,2038,30,1034,144,1334,48,342,1,191,1310,1145,599,154,427,1349,185,345,51,32,122,946,14708,677,577,59,354,487,976,1202,37,267,28,0,132,653,1497,10480,1652,2063,500,0,25,247,286,5272,1,14785,3239,169,43373,210,943,1270,66,1,706,1354,515,1027,169
146,2768,0,5957,652,783,1995,1679,691,6804,2264,0,729,813,7255,137,1010,2623,1783,1995,2076,81,186,2,43,861,2300,272,76,989,1809,59,166,917,2306,1138,1,4755,260,348,4334,2986,670,2078,1144,2213,848,420,0,2147,2623,2597,6181,10412,2004,593,310,1118,1282,264,27444,470,11122,5116,1719,12129,1838,2529,1758,4595,0,1683,13914,209,3835,628
147,3384,447,6024,699,120,3021,1181,1817,5239,2314,0,1937,1262,8770,147,1839,2512,693,3281,1177,66,161,0,75,768,3918,158,25,616,2463,287,182,4033,4506,1111,523,7652,506,492,3964,6060,1886,1798,2948,1835,864,157,0,894,6186,2938,5089,11474,2099,1948,480,3130,785,1153,35035,1531,15753,4635,1894,103759,1075,2747,1125,2378,0,1780,16651,804,6037,1693
148,5,0,1,0,1,1,0,1865,1,2,3864,0,0,1,1546,0,0,0,0,10374,2103,2154,0,1593,10426,11982,316,7,3202,12456,14,1925,74,0,0,1,3,1,0,0,0,0,1,1826,3,0,0,5186,0,0,0,3,0,0,0,0,0,0,0,2,1087,1,0,0,47847,0,0,0,1,0,0,0,150,1,0
149,1905,0,6362,752,0,564,805,296,6724,2878,0,1060,2183,3978,202,1486,284,619,1942,1124,0,262,528,53,904,2328,1,99,386,926,2,47,959,2568,570,0,4625,274,586,1873,2788,1294,1948,1667,926,587,578,0,1083,3528,2022,3175,6736,1703,558,2,813,232,384,32350,484,12384,3398,1120,21561,1893,1796,1100,2069,0,1429,6711,625,4699,1276
150,24199,0,44616,4506,5098,16302,7384,4464,28210,9340,152,11341,8458,43702,1414,7692,10170,5188,5562,5551,224,900,2771,301,4090,9974,597,2,3214,8032,975,510,6618,16176,3915,2336,33095,4202,3344,17070,30152,8760,4276,6795,4937,6477,3936,4,9048,17370,11748,25615,42898,4802,8662,0,4894,5781,8960,178452,1420,67311,18010,2965,670511,3638,18010,6477,12580,0,8100,76159,6009,25298,5099
151,19001,802,11175,14407,4049,1829,5539,3779,58455,22890,0,9962,1397,12253,5863,6769,6597,18198,25998,13377,470,987,1,2079,9180,9549,2974,0,1579,7284,2290,49,4308,2229,7628,1,59917,3662,1302,7865,13383,13297,6648,8634,1341,5599,4020,0,3890,13757,5279,51889,29980,7201,6176,0,2456,5391,5549,88345,81,121171,36111,4554,234404,1319,26307,10136,75,0,4964,30759,5417,16167,4343
152,6765,82,10280,4193,0,1925,637,1206,4978,2184,0,957,1121,9471,569,983,305,4292,3418,1083,32,111,69,25,612,1053,94,0,369,1161,36,89,2159,2257,2308,0,19581,329,1880,2245,816,2051,646,1456,1400,1986,557,0,3705,5526,1281,3269,16148,3649,1673,1,1264,2771,675,55252,613,1,959,1091,100817,1765,1943,1974,2611,0,589,31794,2572,10465,705
153,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1689,282,781,4,182,1960,4478,1000,2,662,2616,159,269,1,0,0,0,0,34,0,0,0,0,0,1,25,0,0,4,0,0,0,5148,1,0,0,0,0,0,0,0,0,0,2,0,77496,0,21,0,0,0,0,28,0,0,0
154,39669,0,79430,13022,1663,17779,5607,3144,30104,10613,0,11065,7833,37561,1301,4087,5856,11822,4550,3960,454,424,728,634,2169,8193,0,33,2602,2744,661,391,8301,11905,9516,0,34874,2640,2155,9672,22910,12148,5356,1964,3698,6427,2294,0,9085,36071,9450,14376,37282,9707,10609,691,4953,4891,8772,194428,4502,5539,19048,6804,417304,4304,9992,6113,11957,0,8547,160216,7490,28910,8870
155,3,0,1,0,2,0,0,1,1,0,1214,0,0,0,444,0,0,0,1,13846,286,1964,0,1515,10263,23110,3786,0,4328,14634,2,1225,1240,0,1,3,504,0,0,1,2,1220,0,0,1,2,0,4121,0,0,0,72,0,0,0,525,0,6,0,1,2,0,1,1,24047,0,0,0,0,1660,0,1,0,1,0
156,14891,0,18457,3355,2014,3330,4731,2669,14737,2947,4,5389,2927,18772,608,3410,4475,5239,3287,2141,246,391,466,209,1285,2246,169,160,900,1991,52,173,4018,1817,1524,601,19235,2152,1139,7238,7699,3768,1030,5379,1879,3602,2253,1,3062,20321,6054,9499,30232,5601,4702,0,2398,2773,4309,55799,1438,40446,16348,1875,199747,2802,10695,2674,3542,0,5309,48856,4436,25810,2493
157,2,0,0,0,1,0,274,0,0,0,1427,0,0,0,2,0,0,0,0,14157,1346,1303,821,1706,6941,19577,2060,866,4093,7574,483,1901,1176,0,16,1,861,0,635,0,0,2286,1,21,0,1,5,760,0,0,0,7,0,0,0,43,0,0,0,3,3,0,0,532,28700,0,0,0,1,1399,0,0,1,0,0
158,20254,0,11856,5780,4663,2850,2706,4525,23214,12539,0,5495,2757,20542,881,7599,14453,5095,29105,20235,478,1779,0,2189,9670,13544,5606,291,5737,9287,2361,1226,13420,1636,9309,3604,46123,740,4095,9232,11630,12319,9780,3817,1303,5139,3575,0,3612,13144,10166,53967,42169,8453,4521,0,2626,4580,3702,59060,605,158412,31587,2985,188646,4101,20809,10091,636,0,4478,12310,4028,18081,2577
159,15745,0,47186,4810,3474,13679,5049,2634,36583,18018,0,9707,18453,52220,3028,4537,5095,7367,8646,4718,251,1643,0,1134,3689,9163,990,250,2961,8922,726,1184,8608,9699,2609,1,24611,3430,4505,4756,7201,7239,6921,5544,5606,10141,5042,0,10410,33536,35276,80222,39212,14001,13909,433,7600,1887,7697,292644,4961,114766,19491,5284,1073585,7306,21717,8950,10524,2,12179,59567,2716,13000,7758
160,3906,0,0,0,2,0,0,9039,0,0,2343,2274,0,0,1045,0,0,0,2,9492,2,321,1942,1578,7811,18764,2107,0,6382,9064,621,803,966,0,0,4,638,40,1314,0,0,0,0,12,1051,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50963,0,0,198,0,0,0,0,0,1,0
161,1150,1798,0,0,0,0,0,0,1,0,1109,0,0,0,1,0,0,0,0,13682,129,2521,3156,426,8703,22825,3002,0,5513,16130,98,1992,9,0,0,9,1034,539,47,1,1,1637,0,0,1,3,693,1152,0,0,0,23,0,0,0,378,0,1309,0,1,0,0,0,0,36571,0,0,0,0,2892,0,0,0,0,0
162,571,117,0,0,0,0,0,5,0,1,293,0,0,0,163,0,0,0,0,3315,168,310,205,431,3113,7586,931,0,3507,4513,294,333,3,0,0,1,444,524,127,0,1,0,0,1,0,0,544,1187,1,0,0,4,10,0,0,4,0,0,0,0,0,0,0,0,6767,0,514,0,0,407,0,0,0,0,0
