,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
165,820,11527,1475,1029,794,2296,216,129,4494,18476,2738,2699,7851,4078,1705,9563,3775,1896,2506,80,10429,7136,15420,1552,2074,7762,3043,1323,640,637,6732,6,2187,1048,1632,2696,1503,676,3705,3472,2263,6115,2950,3390,4093,5387,5876,9287,1710,88,1,0,2013,15916,18438,12181,14294,382,230,1919,1755,2109,1443,0,17793,3369,127772,4083,336,3576,10129,4940,1065,4357,2370,2867,8240,1509,1710,1671,2062,1229,1671,1410,3376,580,8901,1898,1775,2361,1451,2884,2479
166,1151,3595,2051,806,75,1217,1191,787,767,4983,582,877,287,314,1719,3479,1070,213,1776,6489,1990,1445,3420,280,756,1295,791,172,654,1344,1072,12133,479,475,357,503,291,979,286,2,852,2460,1213,231,1200,144,611,5623,445,6166,2058,323,5,488,3635,600,2588,421,868,713,938,235,1284,1304,2880,616,88976,994,591,968,5413,244,2495,1384,124,971,2187,374,264,1,670,268,242,708,852,767,2288,1101,783,1856,465,452,1049
167,350,8049,1712,705,2484,1429,2046,2253,703,11256,2168,665,2143,712,987,3519,3008,737,5112,3290,2374,2035,5373,411,1117,2515,1874,1690,811,2528,2340,2602,616,1484,2215,881,700,843,1294,3,970,2408,1721,1796,1697,883,4020,6293,1278,2612,732,814,348,4516,6955,1861,6767,768,419,1083,775,1055,569,2147,8880,856,238891,1164,2650,454,9381,2176,377,1408,1812,1606,2947,3880,1646,2039,956,325,651,403,3243,1510,5279,498,925,1801,590,2465,1012
168,839,1160,971,328,170,0,466,379,435,7610,1957,670,204,134,1004,5159,680,235,709,183,2580,2113,2505,85,1098,3122,1287,1705,343,2226,622,0,166,291,839,749,495,16,917,561,534,821,112,517,111,1187,2037,4517,575,0,0,148,332,1979,4692,630,5289,501,250,284,695,664,1286,1079,4345,518,45936,767,647,737,4506,2041,383,1114,418,831,1030,312,146,206,0,217,0,716,1155,23,2338,289,413,81,343,1638,1439
169,950,3300,473,837,882,29,416,1230,2798,13931,3249,85,1,1079,779,3356,1217,1147,4035,1,8722,7860,12407,1048,4972,9222,2001,0,1205,669,820,3,215,160,1630,937,524,0,7,1111,431,3877,909,1283,713,2110,1187,5967,1927,1,2,1755,928,5351,8036,2436,5175,1229,395,601,915,1124,3933,1239,2194,1123,121753,1320,2187,491,6559,1031,1,242,1097,2155,1636,764,780,589,2107,1468,180,1014,5156,0,2942,1,1563,16,1901,890,676
170,5815,27738,13166,3320,4436,3394,20,2139,10502,26792,8011,0,7579,9885,4909,7005,5364,7297,12485,3954,13450,5411,20468,1219,389,7708,7278,7599,6033,11538,1545,1,2974,2668,8563,6530,5854,2071,8753,7741,2079,10609,3723,5531,9763,5146,13837,5241,7867,164,520,975,5483,33862,50573,9144,13534,2850,3800,5056,7785,3298,511,135,22728,3877,440089,6333,17430,1068,31913,2561,2784,6448,763,8313,6546,1806,850,993,12257,2287,12892,729,5065,7068,11115,4994,2020,7971,3309,9368,7283
171,4379,7385,1175,846,4627,2644,5860,559,9261,42639,5916,237,5282,848,7778,14997,7589,2116,9868,16327,6468,4329,10884,3094,4022,10414,4813,5122,1675,2156,8219,7975,4933,1658,5608,3778,5422,967,10608,6143,1844,5108,7191,4373,3130,4332,9614,5232,5934,0,2623,1713,1486,24958,38349,11217,23072,2676,4343,2133,8611,4012,2076,2230,20202,3377,1352722,5991,6596,665,17812,4766,2160,4924,1230,5365,7885,5572,3115,3152,1944,4038,1992,864,9052,3573,3810,2777,3922,1783,2534,2259,2260
172,7616,45226,4189,96,3443,5400,7574,3067,26148,33521,4169,3082,10006,0,17439,39053,5154,2288,4789,0,26001,16749,39514,0,8909,29046,7187,3515,1951,5,3998,2595,4998,2077,10728,6756,847,3411,12975,8160,3789,21354,6098,8157,3385,22370,15041,63375,7595,66,1,1446,4873,53465,88452,20586,36963,1377,6,4478,11347,4211,9962,90,45489,6639,392740,5423,5243,4800,19667,2367,4518,6062,3720,687,7886,18332,1513,6137,747,0,4427,1344,6671,4454,20,0,7082,23,3415,15217,2949
173,399,1387,2009,449,173,2167,612,229,402,2912,812,0,849,344,935,919,1189,7,1311,1916,1694,1245,2869,790,381,1609,1192,519,941,188,863,2525,595,459,367,576,43,554,1223,219,604,1252,469,845,600,880,1400,1975,676,997,728,334,910,1415,3793,1075,3044,704,244,400,986,335,308,756,2456,259,154872,484,972,104,4228,5,758,590,190,345,1868,805,109,588,241,1482,396,364,990,671,1789,1201,977,270,312,1042,744
174,1744,23049,10117,2276,2622,7632,5916,2113,3882,11629,6388,0,3765,1235,2955,581,1608,477,5295,1350,13239,4933,10080,779,1121,9482,2777,2108,1679,5867,7198,17232,774,2090,1300,2072,1583,2600,2712,2162,1415,1779,3133,3166,2799,383,13050,6350,3810,2769,5512,1629,267,17628,15533,3382,17744,4912,767,3571,2662,404,955,5064,11702,698,119184,3791,3585,827,16981,303,1949,3591,779,5132,7927,5980,2249,5152,3084,3752,4517,0,4174,5548,17545,475,3465,1669,693,8372,3863
175,11373,76622,6826,10963,2919,4039,9910,5625,3641,69518,5127,15081,2008,5571,8491,40338,9203,6470,10466,26376,36219,10229,49902,4636,2777,37682,11844,12800,4243,6622,8980,8865,4064,3933,10217,4400,4535,1699,2004,8681,7615,24717,2306,14125,8303,232,8015,36272,7356,32776,3519,1058,2853,41095,63472,5206,40090,2599,1485,61,2441,4056,9965,11219,48809,820,574328,12197,10343,4051,46094,10506,1245,7407,4959,3368,23294,7697,1862,1120,1815,1259,0,751,13693,2597,20948,4837,1,2557,2371,4696,6406
176,1517,50800,12723,5525,7,0,3061,5682,2435,38867,4037,3908,2209,92,14304,18014,9345,5080,4064,11789,20460,10213,49999,3749,6901,17869,7520,3660,4413,24469,3450,38100,7767,5720,5564,6271,467,1053,5606,2274,431,13716,243,9078,11732,7124,18,19023,2410,10238,1209,1971,0,28044,50292,15144,29797,2398,1738,2948,11465,1641,7383,1714,13782,374,245507,3330,26658,940,18315,3741,0,8003,69,5,9209,1577,5652,2176,2321,1408,1733,3507,14108,4585,13065,1716,3006,2353,3873,7655,1764
177,274,1949,1039,1,448,446,457,612,128,4693,38,276,1568,163,966,3707,294,68,1527,412,1480,1496,2915,0,494,1038,1413,510,253,1073,884,8493,380,569,352,528,750,163,1586,0,250,1013,572,707,91,368,1547,4974,978,1018,680,3372,572,2697,5065,713,2218,592,403,238,1037,191,563,2348,1786,197,71276,714,223,828,2856,521,760,1020,102,509,2158,1011,585,452,1432,211,1022,89,810,657,2623,190,1027,798,229,1807,890
178,195,2109,328,508,982,0,268,149,327,5315,660,1764,0,6,139,2051,535,449,126,124,2401,1206,4376,0,419,1973,399,66,269,1181,155,0,552,132,81,339,231,0,1040,594,367,1219,479,327,228,245,130,2240,940,148,0,604,151,1505,1803,1160,231,586,459,750,243,784,567,366,2808,0,115501,320,1125,401,1572,726,1,605,37,224,472,1173,537,481,0,627,353,67,781,88,680,196,428,103,258,314,22
179,417,2223,873,439,420,264,448,715,442,7114,800,1030,0,0,1213,1635,1436,497,1819,693,1971,1980,2225,213,482,2489,1057,548,847,378,1409,2372,273,907,451,430,494,261,287,2,304,861,569,328,209,408,503,1909,1003,728,63,361,359,2145,3401,1802,2470,3,354,340,576,745,287,266,3406,328,25701,201,554,541,1789,996,53,1807,595,485,388,433,319,661,202,197,160,82,341,817,1964,127,340,18,149,3280,473
180,548,4056,909,1943,1255,136,751,951,2059,11929,815,1735,815,275,515,4248,1877,613,3,404,3472,2411,4834,334,1824,3315,2110,1255,66,1123,543,0,1570,958,1719,551,1534,6,1662,1455,471,2447,913,109,2220,1603,1698,8385,860,16,0,453,1437,3720,4445,3196,9526,494,619,739,2157,1225,2801,1994,3397,1222,29429,259,2905,1087,7711,340,668,396,430,1120,993,339,667,519,379,981,204,279,3487,1461,3228,913,645,0,655,4597,799
181,472,3578,271,734,6,576,917,724,622,7607,2078,552,868,1144,1300,1761,1032,195,827,1266,8333,3880,10307,827,2975,5224,103,622,1694,0,1003,1,1016,408,2247,1783,762,1004,1305,2,935,2620,51,1188,131,869,2556,2505,519,10,309,1403,329,3188,4681,1419,9910,1323,2567,507,1686,774,1340,52,2213,733,24564,234,6767,1446,2824,1440,1047,2043,1289,1731,4019,11,1976,864,518,1052,1571,2801,1800,252,3499,0,588,296,737,162,1008
182,4646,38005,13644,1949,2700,10207,1258,5146,9473,20565,11292,0,12367,7515,10817,25104,10398,1354,21355,21707,17224,10504,32244,0,4444,21369,6184,8196,4126,9933,2372,64569,4576,4478,5671,5195,2449,6974,10641,9229,3034,21248,3402,7754,1441,1691,7726,9342,6700,10865,15301,3715,697,44019,81344,7203,32154,9229,3426,2419,7608,7510,884,3585,31241,2628,1110206,6813,3691,1531,23873,1407,14825,7044,341,6552,12752,2688,4433,7742,12430,21235,3846,2250,12849,6947,17116,5079,7792,6240,2198,10678,7109
183,3000,3819,74,5,715,12600,2591,12,2768,33240,10644,40,1,0,8675,7133,500,1,2570,15108,31119,14373,38276,7634,14363,36861,2884,1773,17,16,9847,39459,4,2350,3512,0,1,3,6714,0,1806,10318,1507,5710,4489,13680,5992,41014,0,5648,5278,2828,3878,7470,39243,2792,44522,256,5039,891,4824,4716,9369,441,15239,580,723584,5776,24929,4392,16995,8927,2470,2199,1631,4329,9136,6038,1027,2,284,2957,0,1473,2214,608,5852,422,2766,0,1839,4771,5173
184,2107,42509,7884,2824,6112,8712,1754,15,3352,68792,8768,12391,3829,3970,8543,15463,6436,2274,436,19357,15686,14746,37230,2806,4385,27271,513,2266,106,9590,6528,5569,8685,3322,5347,3357,491,9205,3511,1,4205,13225,5132,12079,0,1664,10017,42997,9332,22308,68,6862,1004,35389,60594,1713,10764,0,4470,6393,5830,3660,12959,649,38212,6307,326247,5786,10896,2550,8061,6012,265,7441,2335,778,17320,1127,3342,7313,1,0,7,1129,7171,1946,17817,203,5746,3982,6085,13335,4228
185,7919,33412,7400,7414,13,0,2444,5203,6177,68877,6004,22396,3336,1,27976,61132,16358,7134,9452,4288,21899,11794,45840,4885,14875,26058,5240,3913,8821,3916,7673,1,9088,4237,15666,7774,777,1895,3455,2567,6457,11196,6384,8101,0,4911,3653,48366,310,0,0,1,8722,29275,65962,11114,96723,2912,4803,5211,9230,7098,28138,647,67321,1485,114740,13977,13040,5436,27681,2,1470,20061,1582,225,15261,9675,2138,175,2513,1987,2415,5310,23375,3505,27880,468,7948,9121,4589,8365,9998
186,21,1640,152,432,629,168,821,375,645,8269,1100,507,534,577,1575,1948,966,131,591,3305,2569,1008,1444,1,846,2124,596,1445,267,1001,268,3883,411,1474,989,421,290,172,1449,418,526,1578,1490,145,1807,1091,996,3012,405,3087,909,906,291,3243,4478,361,4318,278,90,178,611,613,1966,92,4440,172,133944,485,1443,502,3986,793,693,986,250,512,1306,110,228,158,502,374,0,67,731,463,1149,978,378,255,541,435,462
187,1396,2133,1203,161,541,823,1125,1089,583,4418,723,362,650,697,1672,1544,1704,462,1077,2727,2543,1770,2309,507,664,2161,1224,239,463,902,845,6669,413,948,275,269,354,145,470,236,1343,1521,733,1213,1516,280,675,4734,1472,1421,1858,413,797,3986,4976,776,6812,29,616,439,276,616,1218,403,1645,439,102948,437,1363,949,5500,535,925,768,244,34,1614,667,660,1087,198,995,551,318,1020,1076,1686,1045,973,427,382,397,744
