,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
277,18444,2427,17726,5976,3480,3655,2864,2515,5134,4272,8544,2199,7700,11882,30579,6000,2738,3896,921,1452,860,2887,294,1254,3868,3210,1551,3816,21369,2802,5819,1306,4651,1907,4641,3826,7840,8167,6151,1065,3567,2458,2279,2851,10163,22971,39542,2503,26733,13522,7552,2268,2574,3121,2847,4430,2971,88245,4056,2783,25185,5920,1901,826600,2420,3031,1247,9602,3120,5743,411,3595,2073,6447,3367,1824,32119,1370,3465,22302,2381,2307
278,12259,285,18234,4015,13944,12340,1674,2627,1112,14066,5098,551,4440,5227,18304,3435,4870,936,105,4174,1001,8648,781,1680,3876,16195,3201,3240,11339,407,6806,6733,4664,2791,3647,260,469,3189,5439,1302,2950,1965,1928,5021,11977,4962,12417,2837,32159,5366,1472,2602,3743,1066,2215,4875,3095,110913,5884,3559,29849,7913,1852,413954,4727,11799,0,9115,4341,8971,6410,1596,3174,3938,2713,987,45298,3494,4955,30906,1401,3245
279,5338,135,9667,1405,2551,2160,1095,1080,1430,5032,1938,321,2230,2734,7202,2105,1412,1814,1483,1405,594,1821,1079,1974,1978,2241,1150,987,6916,586,2359,4106,1044,1225,495,168,1400,748,1755,1102,2224,1925,570,520,4518,4298,10005,386,6581,1146,2093,871,883,1353,227,278,1437,42156,1110,706,20251,4687,1673,194496,1711,901,2014,3123,318,703,1816,675,703,1402,1066,921,13692,444,1421,3800,893,708
280,1741,490,3886,1556,1906,973,859,346,944,1350,2376,735,1537,1085,8621,737,767,839,1734,785,873,1591,284,932,1139,2292,526,717,3163,280,1654,407,709,574,1301,793,432,708,1038,1633,836,1291,863,992,2208,4884,7109,875,4311,1920,1750,166,429,545,487,800,1171,33635,979,412,3441,1994,2029,46636,1100,869,0,2427,866,2078,290,1127,304,1389,508,338,8871,830,1366,3352,1174,935
281,11572,951,26057,2720,6116,8309,1038,806,3182,5511,3525,560,4686,4749,19013,1378,4879,2263,741,2847,1127,5062,1612,2745,4884,4829,1459,1695,6428,718,5877,10766,2473,1350,2992,1778,1771,2516,2147,2689,2288,5015,1067,599,9043,8511,7260,2351,26426,4229,4022,2569,2314,2794,38,3313,3735,90599,808,3671,26626,9274,842,512856,1664,2856,1988,7538,329,7739,1976,2178,537,5773,1947,1251,27616,5729,1048,14289,1842,1462
282,8363,733,27549,967,2778,9544,3197,1269,1191,9529,4433,601,7039,5264,20689,2128,2397,1784,83,3544,761,5133,1489,3261,2740,2975,2950,1202,7756,1493,6915,14699,3464,4742,4186,1501,2607,5510,5811,3206,1716,3989,1577,5325,8617,6687,11982,1119,17406,5367,4032,2727,2299,2962,1572,1606,1806,68613,1589,258,19326,11052,1192,524051,1417,2847,1377,9582,481,7327,3791,369,2775,2919,2359,720,24060,1570,3036,33446,2581,1059
283,7002,810,8559,916,2093,4835,1623,674,1812,3466,3061,1148,3320,2315,9892,1722,2295,1511,1607,817,361,1512,307,599,1993,2750,957,1145,8794,629,4038,6036,2040,1413,1362,593,892,1802,742,1281,1712,3150,1212,1028,4401,4393,10597,1332,13694,2254,2208,1694,1227,1588,493,847,1148,35217,908,1477,8412,4120,1613,209957,1811,2820,399,5172,679,2176,1635,1414,793,2721,958,1950,16696,2064,438,4110,1592,1744
284,7514,938,13769,195,906,3477,1614,1679,975,6361,2914,1174,3351,2748,18762,3186,2586,2080,2354,2544,1314,2205,148,2187,3130,1731,1935,996,12401,1328,3670,2232,2367,1199,819,1342,3503,5396,2982,3335,825,3170,1289,1466,7528,5939,2720,2022,22187,5305,4230,1203,1446,385,1157,5097,1599,55040,950,2091,1103,6500,2742,162098,1350,2791,746,6042,1666,3217,1272,1774,652,2790,748,2042,14011,411,1453,11186,1599,1161
285,13754,2072,13644,2723,7747,8233,3930,759,5215,5753,4702,1754,2091,9335,31081,2961,4226,6105,404,3594,977,6938,1183,2333,2220,7000,1964,4170,13915,2084,6867,5114,3134,4275,2831,1309,1742,3230,4574,4053,3156,3766,1804,2331,13154,7222,7969,2154,32166,8134,5155,3296,1653,2108,1363,7144,3075,101382,3285,1827,3022,6080,1406,484317,4503,5895,2848,7775,1492,6637,3747,3332,2947,5594,1141,3926,34834,5247,4183,16198,8759,2841
286,5723,859,20666,919,2404,5947,3427,582,1590,5804,2820,822,4664,3979,24479,1815,4247,2962,542,2274,598,5236,266,2004,6202,9376,3335,1924,10843,800,2584,8561,4025,4282,3033,406,2067,5099,1637,3004,1866,6116,825,3741,11858,3233,10842,1029,17774,5501,5115,3519,1640,827,1380,3082,2453,86552,2443,16,7131,9306,973,250360,2296,4182,0,6667,2228,7649,2216,2223,2367,5570,2849,1472,45771,9541,2790,23210,2265,1944
287,6109,304,9721,996,2227,4073,631,689,2507,4329,3239,1225,3106,2498,13219,1823,3088,2537,5201,2746,863,4638,1068,2932,3617,562,805,1191,9533,991,983,2455,4105,810,2163,2044,3646,5341,3385,2678,2340,1269,416,2096,4205,4965,7608,1723,14466,4415,1278,1040,1540,998,864,1478,948,42834,1862,723,10328,4811,1550,175050,2658,2272,820,6405,1496,4379,593,1269,1185,2727,1619,2038,15394,624,1136,5991,2018,1811
288,3,0,21,0,1286,0,0,1,0,0,0,1,5,0,0,0,0,437,0,20101,9612,33572,9575,22952,2,0,0,0,1205,898,0,34,0,0,4,0,0,66,105,0,1875,0,0,0,0,0,4,0,0,523,1,0,0,138,0,0,0,0,41,0,0,0,0,65706,0,1,1,0,0,0,0,0,0,0,0,308,0,0,1,1,0,0
289,1013,64,1195,589,246,186,301,202,199,2370,323,334,174,250,2168,694,421,787,54,845,655,1217,493,819,548,412,144,845,1618,168,400,297,804,354,339,169,349,356,248,0,330,281,337,158,485,743,2883,253,1542,670,647,50,29,101,174,236,333,9259,285,109,2391,1232,478,8557,214,211,0,733,655,992,180,353,196,103,1,283,2345,23,459,764,230,350
290,4368,1026,3862,207,852,1456,273,406,983,681,3866,1218,2347,4698,12583,434,397,838,1054,569,406,849,55,396,423,1744,311,891,2569,779,470,81,547,654,921,2180,475,954,989,219,749,1463,494,1889,6418,7360,8709,313,3887,3819,2464,482,685,1241,586,802,1064,39166,1074,154,6297,1845,1032,86020,1106,914,2,3606,357,125,693,850,315,2074,391,1261,5922,1173,579,5446,982,955
291,12197,1923,27995,6322,3302,12150,2708,1929,3569,14856,4421,1929,5105,14038,35130,3923,5009,4084,584,3230,765,3321,1,1357,4555,8988,2039,3986,20325,1665,7000,11376,3471,2544,5608,3606,2707,6170,6495,2793,3817,5459,2100,3404,13149,9455,15862,3122,28751,12822,3683,4539,2612,7384,2439,5784,3292,118869,4359,2892,37718,12294,1330,360922,4510,8132,0,11862,3180,8852,3345,2680,2572,6206,2648,2939,53858,4049,4479,23854,2542,2557
292,2466,304,4415,921,920,2127,652,644,963,2773,673,112,1851,1596,5307,394,461,408,1355,740,476,1548,479,427,1281,1615,900,905,5956,286,2928,1992,1560,266,1060,214,505,103,1032,0,888,503,624,291,3483,2122,4736,136,6083,1673,609,964,276,552,496,644,598,16951,712,685,396,1582,958,86020,793,633,1216,2278,988,2278,447,538,464,627,279,545,9716,318,1049,2261,936,820
293,15951,3644,27758,1734,3788,6823,2190,3239,3529,7341,5284,1449,4681,10240,25270,885,3987,3760,195,3234,1375,3882,899,2685,2220,8436,3218,2166,13903,3715,6586,13339,4050,3015,2317,845,654,2613,3165,1360,3490,4966,2297,2156,18069,5962,14661,2056,19194,10833,6524,2307,5044,1828,2167,4823,2095,104983,3103,2595,19789,12319,1904,518711,3803,4761,1849,8052,1007,8271,8954,2636,2224,7778,3811,1020,45767,1925,4693,44666,5209,1716
294,5572,1406,10535,6275,2,5430,1088,2882,761,8355,2728,213,1008,3857,10976,2109,1622,7004,8509,1458,1444,2609,1639,1289,3425,5687,3148,2773,26021,1922,6956,4166,3442,1395,1743,464,3418,6154,3047,0,3684,4408,2291,0,7754,2288,12645,980,17838,4655,1472,1211,2281,1849,2186,1344,835,59361,1048,2150,0,2530,4400,149223,4586,6782,5407,3200,2013,2350,3875,2242,2287,3898,687,3377,45493,625,4927,15278,1756,3387
295,4789,926,5306,710,1126,2525,959,505,1096,2770,1476,713,2842,2148,7992,1398,1623,1279,782,1339,729,1669,323,1287,869,1209,325,841,3817,439,1063,2273,1468,807,242,1254,708,1014,1194,698,1321,1651,646,1691,1665,3627,10644,860,6089,2775,950,353,791,799,316,937,1352,21294,790,401,14574,2056,843,104693,1030,1543,0,3139,1388,974,428,403,252,2051,1357,200,8806,1842,987,4369,799,810
296,10143,1839,19655,1232,720,7088,5033,2659,1583,5944,3585,1784,2914,7393,17509,1603,4016,1967,295,1792,414,2366,446,1427,4653,3089,2669,1236,8139,1913,4856,6096,5283,2145,1312,1619,970,4884,2283,1823,3006,4944,1990,1736,8071,5940,15063,885,21239,6729,4205,1941,1229,1059,480,2225,1635,78925,2614,1723,12721,9514,1094,331340,1041,4073,171,7778,1812,6367,3839,3380,1540,3103,1049,1651,19975,3043,3628,17849,3256,1700
297,9692,2187,18330,4341,3121,10340,2647,1785,1066,9718,4855,975,5695,6816,25222,4126,4052,4257,7774,1648,1040,3165,756,1283,3949,7369,1861,4161,18409,2446,6359,8689,6822,3392,4533,1685,2553,3405,3791,2547,3771,6619,2778,3684,13922,8100,7903,1637,23369,7935,6395,1709,2702,3726,1341,3830,2454,75872,3409,1907,11816,8401,2540,195138,3951,3862,2185,10267,3932,4595,3561,4609,1411,2850,1205,2417,48151,1484,2187,20210,3201,2104
298,3944,133,7065,2671,0,1984,829,496,64,2315,926,159,515,1453,4249,589,744,2063,1024,988,569,1594,455,766,411,2007,892,750,7111,1299,1250,1272,1442,1044,1769,112,944,1169,665,0,1724,2705,491,153,4155,1571,8286,343,7472,1857,1700,813,480,531,416,751,819,26032,687,1261,0,233,1300,215254,547,1363,1487,663,1001,1152,1097,827,411,270,619,1852,26691,139,3856,5589,379,465
299,5235,688,14183,735,1736,4045,920,564,1423,6740,3680,752,3688,2138,15866,1768,1520,2348,5411,1196,610,1659,591,1344,2788,2197,466,1398,5710,782,3323,2413,2674,972,1094,477,820,2806,1484,1046,1137,3749,1847,3477,9711,5024,9879,704,11700,2477,2526,950,1272,1826,942,1726,1804,38597,1496,506,13952,6751,3440,85266,1706,2334,119,2396,1222,832,560,2315,1128,2818,934,1543,20119,744,799,6986,903,1594
300,11037,3734,16592,4165,1354,4651,2442,2573,1596,6433,3980,461,5759,5183,14745,1881,1978,4935,3514,1735,1350,3174,821,2260,2273,6566,2279,5495,22034,1722,4601,2093,4027,297,5024,702,2833,7744,3968,0,2950,4538,250,2160,13896,6275,5271,2286,29796,10252,6527,1757,2687,2379,2532,5456,1528,93713,2552,3119,139,5055,3827,193161,2896,2240,0,4160,4953,5580,2088,1846,215,3072,1800,1481,42363,1418,2087,8676,1958,2745
301,9416,403,8378,578,3690,3696,1531,895,1351,6453,2678,677,3454,1665,9197,1471,1546,1653,1586,1178,505,1298,208,613,3767,4752,1186,1455,6150,710,4247,6428,2079,726,1209,649,1656,1228,1695,1851,1475,1889,1202,1488,4529,2739,17471,805,11305,2203,1856,1229,1256,1669,348,1328,1743,32630,1388,936,26808,6841,2590,252339,952,2040,0,4033,1373,1910,973,1016,748,2181,743,1455,13849,2520,2051,9481,1182,1103
302,17556,822,17040,3898,0,5283,2325,2765,558,5076,1784,315,635,5675,15742,1448,470,3516,368,3553,1080,3262,875,1543,2798,4472,3290,3835,12434,3631,4944,3151,3715,1000,3283,661,973,4279,2355,0,4814,3507,833,554,6923,2396,14312,1825,19228,7741,2774,4115,2541,126,842,5352,2760,69306,1271,851,49,1241,1532,349714,1354,2332,3968,3570,1484,3951,5736,1620,697,2263,1886,3453,40662,1141,5161,18378,2782,1251
303,2066,921,7106,1056,2373,2647,1757,903,1189,5255,3817,1349,2519,1646,8755,1095,1563,838,4017,615,603,920,245,1015,1967,2684,274,1492,3433,269,2184,2476,2036,359,681,399,729,1457,1950,664,1596,2063,1087,2306,4633,5511,5773,595,8901,1725,2506,536,570,531,967,537,990,38233,1200,247,11860,4863,2888,74900,1587,968,119,3028,1279,1795,604,788,569,2165,622,896,12648,689,413,4765,941,1299
304,3537,483,14401,3123,3,3355,613,1681,1737,4367,3727,840,3483,3163,18465,2220,2383,3025,3665,2325,924,3162,415,2404,2725,4490,1333,1799,9721,1520,8856,7137,7091,1834,2121,1271,2743,6082,2185,1346,1461,2015,3060,2515,8103,6144,2121,2225,17582,5670,2960,1629,453,1334,885,2797,1727,56556,2914,1370,9993,8160,3309,152966,2552,2506,0,4875,3121,2427,2048,972,1360,5714,354,886,32744,2234,5018,22968,2884,1375
305,3246,555,5338,1703,1594,2186,1747,489,1388,3718,2161,119,1092,2118,8293,653,1852,1722,1430,1288,822,1947,578,1111,1058,2156,667,1550,5473,993,1888,2018,1247,641,675,388,565,999,771,470,3095,1156,458,1217,3319,2296,7270,533,8621,2399,1126,914,750,935,584,811,835,36448,554,1205,1598,1711,1485,168272,1292,1348,2089,2829,1302,2705,2371,979,528,1764,882,627,15799,923,1157,2844,1662,1234
306,1369,375,4105,806,1067,518,573,831,724,5888,2801,629,1939,1628,9246,1193,1464,709,1388,748,581,830,245,680,1594,703,589,1204,3590,255,1352,68,1761,585,837,628,715,1878,1662,1146,795,1726,446,215,3925,5913,1276,1063,7614,1031,1002,406,845,937,719,1383,1336,22680,1329,408,7966,3972,1479,7336,849,994,0,3869,1479,1490,533,1300,1389,2191,780,1001,9585,428,598,4038,374,1390
307,17400,2622,29321,8116,0,8373,2425,3202,2613,11775,4723,302,1609,12515,35715,2439,2938,6254,414,2264,663,4832,1095,2783,3107,12112,2948,4392,23465,4664,4133,8277,4914,3943,20778,888,1717,3569,5011,55,4885,6926,2705,1654,18919,4568,11795,2547,29329,11891,6412,1457,2974,1895,1685,4468,2317,123042,3257,3927,125,6261,1836,542733,2072,4226,8285,9496,1524,1377,7417,6362,1765,2635,2754,4407,76078,913,1894,19387,10121,2459
308,8290,642,4871,689,1741,2809,1093,516,841,3514,1259,765,804,1775,5770,968,1858,742,737,1488,468,2734,741,1717,834,1593,652,1674,4224,352,2376,937,1316,751,1113,1089,772,1345,943,648,1480,1182,487,308,3816,1477,6911,288,4332,1843,1165,77,1150,1741,647,705,463,16986,754,495,4601,2247,829,113338,1095,1900,958,2423,426,2031,33,692,830,924,322,306,6973,751,1229,2772,1360,599
309,14374,2174,39541,1510,4949,10845,5233,2139,3578,5378,6320,2326,7281,9127,38218,3079,5780,3026,106,5997,1824,8698,706,4966,6276,6676,1545,2287,16069,2017,7316,9620,1569,3191,2640,3843,4138,4510,8374,3445,2724,3851,1516,4557,11994,4805,17551,6578,31055,13095,5609,5707,48,4872,1976,3422,7546,104208,4656,2769,47807,12804,3308,1044232,5800,9084,1,15568,2488,12389,4893,2545,3374,12478,356,3111,18020,6482,4934,22860,1198,2886
310,1849,353,6170,1234,1051,1642,1153,915,1001,4481,1815,1212,1223,1814,8759,1021,2277,1395,1189,699,619,958,532,487,2059,2016,471,869,6887,370,1740,1849,1472,145,827,313,1305,1902,1178,487,1455,2272,652,904,3669,3659,5329,654,11503,2299,955,758,686,518,897,1404,802,28785,1079,481,6416,2614,2544,16968,864,948,281,3386,1708,3066,914,916,1012,1687,696,767,16159,710,745,4838,989,1161
311,4973,650,5899,613,0,2452,462,172,911,2759,681,389,1572,1550,5436,868,843,1072,1678,993,677,1026,296,1069,1341,1918,894,453,6370,903,2890,3228,2125,1062,1162,417,667,1215,484,302,1033,1439,707,785,2159,2476,4445,351,9321,1482,1109,1015,638,839,346,1100,356,31345,512,1417,3144,2679,1739,97139,721,899,369,1325,834,1219,718,594,657,1412,795,692,8491,956,1033,2077,1241,404
312,31,0,0,0,551,1,0,0,0,1,0,0,522,0,0,39,2,161,0,1456,1147,1951,152,1562,199,0,0,0,29,0,0,35,24,0,2,61,132,99,0,0,7,326,0,0,0,0,121,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,3,94222,0,13,187,0,0,0,0,0,1,46,0,0,1,0,2,0,0,0
313,8291,1865,14131,678,2391,5201,940,1273,600,7801,5446,616,4087,3591,15801,585,1665,1314,3435,1293,503,2835,804,1287,2064,7083,546,1520,6571,1553,4800,3381,2535,1213,3,2313,880,2524,1511,1704,3018,2583,867,1749,5419,4054,12810,447,15843,1687,1846,450,1533,1650,1105,2218,2111,40720,2996,359,13513,5226,2925,184972,2174,4992,0,4193,922,0,914,997,477,1293,622,604,13430,2140,873,9448,1003,2028
314,30133,2576,30362,8921,2457,11361,6738,3469,6590,4956,4227,67,3803,20289,43463,1572,2773,6887,342,3984,1339,6753,1042,4748,2551,8519,2052,4933,32321,2499,2896,9005,8479,4846,5966,772,2901,4610,4880,0,5529,3460,4468,4118,20025,6498,14472,2501,44890,14717,9494,3334,3344,2830,2915,7446,4946,178030,9909,2795,0,5365,2805,824999,3834,10274,5921,12075,1822,4509,7877,3850,1368,10953,3183,3963,85115,1599,9260,40636,93,4403
315,3161,1628,7570,1664,5419,3456,1979,1016,1176,3074,1836,909,2534,1213,9782,1583,1582,1697,2035,922,705,2008,228,1350,2914,3627,253,1325,4343,885,3071,2531,2734,1371,362,1397,449,2644,1408,2604,1156,2505,1145,1492,8356,4613,8138,728,11657,2082,2236,524,1096,1149,287,1243,837,37102,1861,606,21153,5165,3009,60543,1754,1240,1411,5484,650,2635,1075,1816,947,3129,421,1278,12160,762,604,4192,1116,477
316,4331,1330,10997,1050,4056,4578,1001,1721,1250,1728,8107,1509,3518,3497,14954,2401,1797,1106,3073,2330,1412,2976,871,2211,4457,3052,1197,2410,8252,1022,3622,881,2622,2279,4196,1688,1612,2224,1975,3170,1278,2810,834,819,5718,8269,6781,2863,14666,4700,1192,1341,115,493,1439,2011,1125,52180,3811,940,18140,8439,4360,131271,2565,1156,782,8169,2309,4230,3145,978,1741,3588,628,816,10165,2638,1887,16343,1420,3242
317,8876,836,12640,8727,1,3844,1714,2031,1763,13422,3259,3,1897,3831,17729,1686,1706,4561,3682,1478,980,2232,317,2401,4110,3295,1557,2888,20639,1728,3755,1911,5321,897,3299,863,2255,6121,4375,0,5165,3664,1902,2027,9375,5020,7184,1324,25285,7795,4410,1479,2653,3067,1414,2665,2646,86495,2426,1660,246,3527,1762,223072,1388,1968,8251,3319,4181,5361,3325,2161,702,3170,2616,2699,42358,356,4901,6723,667,1740
318,5111,2637,5086,1219,443,1637,180,570,942,4506,1361,235,842,1388,6541,927,938,1348,769,1591,522,1475,799,1027,1653,1653,1308,1193,7548,1180,1793,1186,2046,318,2546,393,517,961,831,0,942,334,447,309,1899,2689,7610,449,6388,1854,1455,1192,1411,528,605,1354,540,24084,578,320,843,2683,724,104975,1406,1698,650,2254,1168,1061,1329,288,526,979,512,432,11686,475,1189,5380,1043,767
319,3574,950,10275,2136,3551,3511,1032,1324,2005,5422,7875,1145,4175,3824,16945,2146,2075,1255,6011,2021,845,2558,464,2027,3322,4873,694,1431,10356,602,4627,1700,3388,864,1453,2998,2038,2769,2798,2167,1003,3497,1080,1690,4693,8500,6699,1977,12784,2414,1424,1532,1149,2718,672,1041,1380,38589,1592,301,12310,4105,3126,99810,2468,1655,191,5927,1523,1317,1852,867,1493,2207,1494,1787,15355,1518,1988,10799,1693,2016
320,10295,1304,11827,2376,2898,3629,1107,1240,2110,7965,4006,797,5488,4203,17378,2492,2282,3461,2880,1431,417,1743,541,1582,2490,3686,1173,2339,12448,1458,4124,3896,4822,1123,1315,1250,2307,5762,3898,2027,3037,3686,1743,857,9105,8696,4184,1935,20842,4939,3007,1486,1098,3032,804,2375,1142,65178,2333,1430,12918,6024,2452,184360,2253,1497,2442,6814,3110,6218,2247,1419,1306,2603,1313,1240,33279,1068,2712,11989,2461,3289
321,3204,2957,12737,2001,2616,2930,1439,1293,2749,5633,2596,1243,3399,3564,16734,2267,2492,2712,3674,2576,1276,5612,1306,2216,4732,4594,1979,3072,7875,575,5610,6925,4186,2914,2524,1256,3884,4233,4012,2159,2622,3052,1476,942,4432,5703,3457,2131,8301,2772,2638,1430,953,2923,3539,1880,1048,41765,2062,2121,25973,8353,3070,110209,3489,2235,0,4468,3169,6291,757,1157,508,2671,692,1287,16890,1786,1554,16642,333,1807
322,2433,100,3058,451,954,1427,312,549,338,848,491,226,1298,989,4768,497,901,669,601,631,472,880,646,702,801,1454,226,540,3512,280,1556,1167,1185,519,1156,150,409,634,236,330,448,771,386,486,1918,1419,5039,460,3634,997,424,511,174,443,130,95,749,14728,285,635,1347,1567,871,81638,658,1460,112,1325,821,728,554,355,825,967,561,698,9883,529,1099,2236,1110,639
323,11842,442,16970,3703,6314,14597,5533,3049,6764,7941,16331,3078,9786,14742,47172,4253,5945,3880,389,5511,2344,8166,1497,5219,7067,10957,4007,3113,14896,1703,11234,5841,3485,5992,2515,2368,3761,6830,6844,4962,5368,6179,1309,5633,19315,19412,35813,6292,16186,22560,3452,1383,1529,3166,2050,5617,3285,160617,11828,3090,26234,25316,2983,1218493,5221,6858,0,16189,2817,15935,4324,1479,5020,12288,3553,2168,29714,13388,7021,38214,3423,4205
324,12336,2775,17629,4543,0,8436,1399,1642,1321,17059,3916,634,5051,6817,22949,2752,2625,7484,6932,2335,1148,5632,919,1908,5141,7025,2322,4883,29455,3078,5592,12677,5126,2345,3980,2178,1147,3765,3538,2296,6113,9220,1582,486,9102,3939,6654,2102,33964,8808,5956,5181,2533,3801,1097,4781,2673,89739,1817,5710,1228,4587,6270,197271,2412,3548,5116,8537,2401,6080,5565,2034,2594,3603,2162,4419,68645,1869,9000,26082,2868,3023
325,4034,727,9030,862,1975,3504,1376,1397,1123,4066,5395,1913,3066,2369,17239,2179,2362,2098,2882,2697,847,2479,758,2008,4716,3418,952,1165,6558,830,3022,2123,3467,1195,1886,939,830,2281,1361,1119,1717,2939,1046,3829,5013,5385,11598,1380,15984,3015,2634,1602,1060,613,1210,1820,1111,49261,850,1608,5512,3830,3947,70068,2736,2017,458,4314,1546,1988,792,1015,1019,3205,1691,819,10180,529,581,7931,1202,1507
326,5035,367,9404,519,3309,4868,1309,228,3334,6269,3381,701,3826,2740,13166,2508,1488,1102,2135,2024,1785,5542,768,1506,5024,3056,919,2815,9841,299,5450,8531,3081,982,1735,1592,2311,3925,4062,3296,2447,3572,1313,1161,5576,6701,4427,3765,20677,2466,3524,1404,498,695,1383,1955,1386,24990,968,777,11706,6644,2546,115550,1972,1438,319,6608,1995,4506,1900,1056,1493,2124,1071,831,16708,2405,1564,15561,1847,2581
327,3242,1299,4120,567,989,2092,773,470,508,1156,710,247,183,1779,6654,547,1063,727,1758,1558,386,1556,337,976,1222,1217,537,618,4322,868,1797,1975,710,1211,69,388,564,1607,1129,533,683,941,718,968,1573,2090,8105,483,8058,1501,664,311,262,747,176,384,342,14256,404,306,2117,1899,1502,154024,685,1596,902,1820,1703,1125,717,951,821,249,637,526,6618,828,502,1492,1029,927
328,8833,1190,9487,923,2296,2352,1570,1940,2137,4592,4097,1496,3779,3278,19539,1049,1899,2324,1565,831,1003,2087,421,1405,1754,2376,343,2131,5362,814,1789,1629,710,1807,2023,1316,1429,1465,1382,1253,1498,2462,2272,1281,8242,4610,20456,1411,13451,2960,2057,1999,510,2888,1002,1332,2554,45958,1359,230,18330,8155,2637,165367,1425,2233,1,4511,894,632,1359,1143,1821,4298,629,1674,10807,726,2347,11194,1651,1407
329,6349,882,14152,2082,2818,2582,962,671,1688,10166,6169,1121,2410,3821,18774,3475,2549,1985,4635,2411,968,3256,610,1307,3075,4361,1584,2289,8587,713,2667,4846,1878,1373,4755,1549,3206,4906,5670,2052,2825,4906,1559,1577,7947,11917,5878,820,14205,3503,1764,1945,499,2867,1745,897,2700,59144,3379,2572,12807,6624,2168,136586,1931,2092,0,3906,3075,3882,1083,1312,3075,5339,1537,1738,16561,1660,3563,16458,1219,3214
330,5788,843,6137,1035,2368,2498,1032,639,899,2382,1399,1038,2222,2561,8422,1022,1857,1291,1805,675,485,1100,194,694,1335,2647,582,1094,5088,662,2705,3548,883,1298,1162,1278,1080,694,1006,1434,1265,1339,474,909,3773,3064,8795,430,6620,2206,1852,1001,511,1322,677,999,1318,27047,2048,878,13105,3915,2435,114955,1060,2491,373,3127,1769,2179,880,523,1236,2452,1181,1065,8775,1172,1499,8893,748,453
331,23366,1736,45465,5627,18039,8299,3771,3873,3411,19964,10587,2898,14326,11335,34313,3236,9893,2903,640,3320,1840,10564,1112,5723,7287,11122,3597,4512,21397,4303,8835,12958,7585,702,7743,4603,1585,3214,7223,3399,4746,8855,6186,3071,25948,17662,21662,4966,32113,11964,1525,5123,5271,3255,1315,2887,8860,169882,7166,1374,110543,18574,1577,714659,7901,14890,1,18857,868,4537,4202,2059,3508,10507,3926,4683,38306,7225,5380,55264,4907,3342
332,25889,5950,34073,1457,10441,18059,6575,2842,4009,17327,12024,4939,12832,12849,57656,7112,12528,4993,488,5156,1890,9131,3060,4962,7452,13897,3168,6022,21746,8183,3795,12230,5974,8336,10065,10765,6655,8478,6692,5770,2396,5351,5087,9971,16684,23077,64860,8834,34291,22337,14040,5286,7657,6358,2366,3490,5640,185777,7769,3650,48725,17046,1717,319938,3313,10697,683,17288,6025,5297,3869,7906,3526,11809,2046,3288,23756,11134,4021,30778,3672,4002
333,8551,2227,22442,3373,3005,4919,1431,2705,4317,11199,5366,2429,6050,4547,24233,3430,3867,4144,3616,1641,1094,3137,643,2324,5639,4500,758,3983,23056,2152,6950,6523,5519,2338,3987,1620,3827,3615,3674,2420,5125,6233,2098,2063,12805,6709,5964,1839,23530,5229,5417,956,2274,3424,2824,3367,1731,73528,3426,2371,40376,12337,2024,242717,2617,4010,1544,9284,4287,3816,2995,1045,2619,3983,1908,2600,41187,1552,4812,15423,2810,2803
334,33025,186,41599,4183,17291,21082,5449,6535,12283,25213,9970,118,8321,8840,30227,6873,10830,431,1368,13027,5032,17577,4681,7734,10503,16779,6561,3937,19791,1520,4900,15404,8769,6683,420,4705,2468,8293,7582,1299,4472,6888,4361,4916,15179,10721,24533,7037,38064,4680,7412,3332,5228,18492,5229,3503,6621,110177,5093,4038,48527,23122,3577,1018510,3518,10422,0,16742,3186,8350,8207,1819,3463,3796,5299,2494,40604,12274,1506,54959,4375,4601
335,2943,1383,3569,1038,2664,2388,623,542,689,3878,569,536,2087,1940,2600,720,700,1279,1532,1660,688,2283,475,1413,988,881,391,1038,4473,1232,2714,2886,1645,272,245,967,811,1244,434,448,490,1276,204,684,2003,1736,9308,1271,5134,666,1480,280,1671,915,691,570,1091,12871,863,853,2786,2469,573,117901,1121,891,0,2861,1412,1515,662,661,170,1364,1082,30,5150,430,133,1812,1285,410
336,4744,3072,23940,2811,2468,9934,2136,3834,4179,5430,5741,2136,6922,3226,18988,1224,3519,1398,92,2101,846,4833,587,2635,5802,11615,885,1325,7143,1271,6807,9826,2668,2846,423,872,1991,3101,2357,1372,1749,3830,1723,3178,10083,6078,10639,1522,12999,5206,2618,2366,2074,2056,994,1809,4328,68744,3281,1630,40711,7292,1295,459637,4083,4343,1059,8463,2492,2728,3426,4588,7,6608,1039,2227,32876,1973,2117,18567,2801,2234
