,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
161,17707,5111,4447,3308,4318,3347,3217,2099,1539,1473,2642,42212,1468,6851,2757,5736,4369,683,16719,5608,2588,2984,16393,8499,18987,5770,5175,8754,1146,7868,3846,5232,9394,4154,3681,1357,1488,5334,2663,1651,9323,1335,3632,5490,969,4956,2520,3145,2906,2480,2921,22562,4166,27954,4747,1301,5772,2043,3862,8081,13840,4887,12436,5043,3949,1,1840,3213,2820,9779,508307,5809,1782,10864,2946,1321,6992,5058,5369,18137,5688,2439,3764,642,1894,1178,764,7026,5364,21261,3137,3851,5763,2511,8007,2952
162,14696,6231,0,1743,1755,2911,25,1290,1840,1733,3103,14852,5301,1500,1171,1271,484,2187,8868,1881,2570,1328,4682,6092,17131,11322,5085,11309,2330,8259,1523,3253,3199,1581,3983,18876,880,1569,2142,588,9617,1945,1194,9896,3391,2876,4791,2987,1219,2674,2825,14567,3368,18984,2762,1433,588,0,871,4381,5375,2478,11831,319,3441,2482,2196,1582,2355,12743,360656,2428,1759,7189,1677,930,4221,6038,7166,4303,4208,4141,8262,2070,3518,2671,3862,4108,1394,3748,3940,2734,3671,1285,6643,1176
163,68,5,0,0,2580,25,12,0,1,19,60,3,25,8,0,0,30,6,0,0,17,31,11,6,18,21258,17881,18892,2186,12264,23,10,0,0,13,0,2959,11,1068,3,68,23,10,2316,0,1,3,28,0,62,18,0,47,29,4,4,0,0,0,51,48,63,48,4,30,1,0,0,0,6,12504,0,2,0,0,19,17,0,0,62,21,11,0,0,0,36,1,36,2,0,0,7,6,1,0,0
164,2033,307,417,381,1291,824,487,33,409,307,122,6452,25,731,576,1043,297,479,2017,394,270,126,2376,0,1612,3035,1688,2204,345,1806,1204,43,670,857,764,286,550,673,601,641,550,339,531,167,43,229,503,291,29,201,786,4083,1520,456,93,124,1099,1194,1217,3144,4375,797,8467,328,265,1,77,274,537,4079,23507,1397,1193,3040,828,3,814,459,696,2164,802,643,1306,381,529,500,782,648,290,2583,526,1534,625,296,454,537
165,6063,2174,1443,1651,32,2170,1388,2860,3074,957,2101,22073,6682,1559,2660,1220,977,4893,7876,978,1892,2018,6366,0,13466,6003,4123,6067,1422,4345,436,4864,2246,1710,7183,7210,674,1488,934,2600,650,620,2453,2214,2419,557,4294,2494,3591,739,1679,12448,2333,10195,1386,976,812,623,2031,2845,4581,618,8202,3,3377,0,755,657,1508,7575,245835,1771,822,6266,1358,884,2638,651,2157,1267,2264,1780,6323,1768,699,962,1209,1738,422,5797,4274,2740,2464,990,3452,1552
166,6865,1773,937,872,551,1517,1154,1872,1097,1164,788,16584,843,1302,1519,1020,623,974,6019,103,1162,1771,2044,3349,7479,1859,1740,2634,827,2765,1304,2488,1939,932,4327,4894,392,1694,309,2249,1857,248,299,2559,4543,1047,967,1673,677,353,1881,10324,2174,8663,1186,1389,834,1230,346,2676,3211,1784,8306,1012,2523,1553,607,1597,1677,12036,190818,3537,2067,8913,2380,2033,2126,2172,3182,3720,2065,1808,2818,369,964,289,1015,1454,715,2507,1644,1466,1139,739,2835,853
167,7331,3597,1916,473,598,1897,1154,2709,491,1753,1820,11457,2724,2396,1179,1962,2383,3307,12498,1048,1394,1224,2498,2012,11610,3923,2269,3264,702,2658,1653,1197,3101,835,1840,2428,812,1267,443,1322,4833,1056,2040,3227,4054,3266,3596,3162,1689,406,1232,8303,3071,10893,2459,1768,1744,1527,1177,2169,7830,2649,7465,1912,3898,2139,665,817,874,3457,36767,2696,514,3773,1305,1090,2845,1519,2339,4562,3628,763,748,594,1332,1001,1110,3923,1813,6684,1419,2193,1320,1291,9083,2112
168,379,1041,117,13,1834,0,26,5,1095,485,40,35,229,110,0,0,28,204,0,167,151,67,0,1,300,12224,10738,18134,5662,11169,1065,0,0,1,0,1007,1981,159,758,14,283,27,92,362,11,237,146,9,75,28,19,0,195,200,146,0,334,198,17,23,1,8,220,102,64,190,0,0,5,5,30734,1,0,71,33,0,2,0,0,8,0,7,0,216,223,0,1,56,32,65,1,0,2,37,0,9
169,3179,488,441,604,4834,90,915,857,0,189,577,16869,349,1077,257,820,736,1006,6070,508,2610,2296,510,1,413,6045,2353,5221,1189,3875,1436,1499,2348,688,1146,2,1028,398,102,1016,876,1358,678,2013,0,1109,502,36,0,250,859,6648,1291,581,1,62,1,1543,676,3788,5929,1229,6294,534,1242,0,1349,534,0,4237,27455,4497,1611,2584,1106,544,1642,1493,2694,1503,1881,581,51,445,322,2046,361,3183,586,1817,1125,758,0,594,627,1650
170,2285,500,420,289,1,851,809,555,170,247,669,3711,735,691,965,326,759,576,3067,410,489,222,85,200,2871,2086,1219,3036,429,1227,875,359,693,443,654,2300,304,574,172,642,1725,1086,500,1177,333,456,139,180,474,56,237,2452,838,2410,441,274,170,277,259,1799,2354,318,1843,249,316,282,666,237,161,3148,46784,294,150,1509,3,709,671,293,326,1529,317,491,177,512,260,0,142,1071,578,593,1168,253,649,371,945,233
171,6601,4047,1,1728,3,2722,1642,289,351,1606,2104,4773,501,1913,254,1551,1997,2025,1895,1550,2108,111,1536,3831,3092,2420,2543,3231,723,3830,1386,1339,1176,839,2321,16172,319,731,1766,797,3474,1377,628,2513,35,937,1566,1629,570,1294,1817,3099,2200,4143,4490,997,2710,944,866,4628,6357,612,3113,877,2158,1267,202,1426,0,5801,108433,1489,460,3474,1,1568,1829,2,892,2941,556,806,375,1070,1486,675,314,2607,672,4180,665,1010,1164,897,1849,1455
172,9956,3030,1666,639,844,506,1300,811,0,2655,4631,17935,916,6477,438,3472,6360,1476,16370,1629,3981,1877,189,0,4255,1930,1497,2266,435,1755,2826,2427,2359,1297,1915,256,2223,2361,3478,1382,7605,2395,2543,3936,1397,1840,2178,3282,110,2238,6528,1902,4338,1202,768,643,1064,2433,2686,12821,24131,2022,14288,1536,1107,745,3536,546,1329,5836,57789,7221,848,10626,512,1959,4623,300,916,4865,1764,1367,841,1998,2109,3634,1087,5556,2293,7590,299,1416,3255,1784,2068,2549
173,7052,6357,217,159,0,6457,1399,657,6011,1032,2369,7552,5614,824,1074,1469,711,7211,5658,1320,1849,745,1383,3609,8718,1297,2061,5009,1048,2492,2277,2036,1610,1308,3274,33733,471,694,565,2082,688,439,3076,3534,775,1066,1135,801,2449,1332,1402,2822,946,6533,4846,3033,2390,1741,1396,4471,11867,1636,14257,627,2017,7687,557,1641,2241,6426,145714,2748,1945,4481,399,1680,732,1063,1981,289,1177,1656,928,2203,2441,81,393,862,0,5033,1633,59,3243,1492,2005,29
174,8342,3093,597,921,186,2869,2610,160,855,305,1493,5487,3770,1729,0,2993,786,1020,3144,237,1011,1024,1511,7296,6131,2584,1536,4360,787,1969,1546,1355,1157,756,3715,19476,568,745,3492,298,1039,656,581,3403,241,1177,1118,612,2581,364,1143,2817,812,4181,6301,1973,623,500,574,998,2833,1390,12880,143,3345,4303,906,256,982,7907,219185,1579,984,5707,647,1792,2690,1630,1359,1274,1262,1602,693,1006,690,1841,1081,436,909,1465,634,622,608,719,1155,739
175,8234,2360,246,1557,1463,605,1009,246,0,647,843,10202,1108,1950,0,1262,1587,749,4179,343,1397,753,650,1997,591,3669,1495,2961,1779,2467,907,2102,1969,432,3046,2114,917,606,1294,1509,2496,1435,454,3054,710,2768,1303,452,325,1196,3369,1597,2569,138,409,225,1599,1514,1033,8457,11464,2962,6274,735,1012,175,1851,210,1231,8478,43299,6065,1036,13167,353,1292,1540,220,2320,291,224,770,933,3246,899,3145,538,546,2035,4206,901,840,398,363,2079,964
176,3358,1153,538,568,326,3542,1110,478,157,890,2074,8520,874,1387,637,254,968,727,3717,411,552,526,1889,815,4183,1734,987,2931,1154,1535,3054,491,1365,423,2749,4401,1051,846,72,2673,1628,1911,1434,3660,0,2515,663,2899,344,344,2169,8784,474,2892,1753,755,152,12,1053,3708,9712,938,5470,366,689,450,2330,1462,2542,4896,105365,1568,601,4924,475,1009,2537,1172,782,2839,615,613,2777,244,1641,589,208,858,274,2539,897,146,1006,701,1963,365
177,7798,1232,2159,1434,3249,2168,681,191,794,546,1876,11981,1969,2413,312,325,1024,2384,3133,1468,2514,2505,7338,397,2953,5629,3269,6870,774,4119,1045,2024,2632,568,2475,3436,957,2054,2435,1102,6077,2582,1323,2993,4137,1111,1156,1822,196,1298,2469,6684,3514,5953,1433,1565,1488,0,642,5653,5747,1087,8131,1312,1978,0,1503,375,661,5167,201884,3700,494,6468,1483,2876,2226,2433,2786,2362,2722,859,3045,761,782,3075,476,4652,811,7233,2093,2343,4419,1459,1175,1112
178,12887,2443,279,1720,575,2669,2492,1785,3521,1601,1537,8209,2087,772,2070,514,208,4711,9857,1194,1980,913,450,1059,8349,1540,1206,3375,670,2608,2573,2156,3907,534,4206,13834,719,1586,1082,1552,7055,2365,1945,2118,98,3826,632,2321,1394,560,1911,12641,1168,6164,3927,1746,2055,936,1660,4221,5802,1474,17837,873,5030,3734,2784,833,3046,9016,224967,3855,2342,15725,2125,3597,1688,3256,838,4947,1322,1363,744,3716,471,760,253,1602,1303,2729,1629,690,1680,1941,3807,1170
179,3199,651,373,375,800,45,303,160,0,722,820,9016,181,788,2860,615,667,647,3240,311,308,505,263,2,4,1977,1148,2466,818,2068,859,1203,1887,435,646,0,275,552,61,1750,1612,804,227,1398,0,399,382,26,68,103,912,1875,1016,2,0,5,3,241,1061,3818,5499,774,5682,425,1558,17,850,848,519,8210,17925,1792,877,3475,1609,0,585,690,803,1459,861,1326,916,752,754,308,1016,865,524,1747,0,10,558,265,341,813
180,1015,328,135,278,158,61,410,107,33,327,209,1891,173,275,416,331,254,25,641,174,346,56,505,403,1061,380,393,549,137,323,468,166,529,214,461,1865,131,177,199,291,384,79,335,285,44,388,176,237,22,28,307,1905,204,1246,144,238,61,24,208,560,1067,152,2170,165,329,162,201,95,0,1660,39794,563,382,1641,259,122,266,613,618,606,828,334,261,65,152,198,17,572,274,1035,204,147,162,137,483,108
181,5629,996,987,772,1693,1162,271,107,33,287,202,5638,110,516,2710,273,701,480,6545,770,590,43,927,0,8,3948,1291,4809,1474,2032,1148,373,1433,1824,828,587,1093,965,14,1392,0,59,675,320,1,183,195,507,0,177,0,2114,436,1150,745,203,1180,2075,242,4952,2674,904,8961,456,1431,354,942,511,897,5137,86316,3523,222,875,384,0,216,224,658,1698,1809,1241,41,634,4,0,420,696,222,4264,1089,460,1135,458,1737,1435
182,7912,2728,653,524,584,1461,2549,885,11,1486,1069,14322,5,1144,1754,1448,308,1092,5634,617,532,953,1380,0,418,2089,1674,4297,831,2805,932,844,1798,14,3031,159,303,1142,546,1143,1399,1995,2220,1729,1170,714,1016,596,228,198,1620,3495,1446,1065,5,2059,692,0,405,7592,9429,1143,5348,618,1657,0,544,658,0,9970,52066,631,1913,7183,1534,2573,3276,314,1910,1963,259,1787,2300,1,368,1141,802,787,1332,4077,292,1199,675,551,1499,1351
183,5763,2178,918,436,636,2289,824,880,39,862,238,7147,857,1064,7,1401,651,1635,3405,248,1724,121,810,0,1737,2555,1528,3014,2621,2084,1655,505,1283,858,4253,2176,1474,1111,863,1763,774,0,1364,2036,1998,1256,1751,650,740,247,3383,3974,108,1611,535,246,0,724,1757,3514,4690,689,7711,265,1728,93,153,693,1,4779,60454,2514,1555,3799,1153,1265,1414,933,900,1798,1549,1702,1237,493,1447,542,530,952,556,2630,871,1064,832,289,2462,829
184,4268,2388,391,557,105,1450,589,1215,631,470,1309,10559,2878,705,1355,740,904,2139,4760,598,548,557,648,5,2257,2226,1030,3000,1337,1304,1105,655,3943,967,2569,1750,859,2435,546,1196,1966,1647,865,2498,1994,994,1585,50,826,679,3224,7979,426,7029,1481,499,14,492,711,4344,6737,1780,10129,810,1349,670,1594,1511,956,7289,59293,3264,1303,5016,2449,1634,1214,517,1413,923,1095,1833,1087,87,1393,273,344,887,857,1669,1196,1280,2220,1066,1875,1240
185,2764,1079,1314,458,552,32,2264,224,12,1092,1544,7197,910,678,0,771,215,813,3718,335,2667,268,2609,608,2387,2013,948,2131,710,1528,487,1381,457,214,1668,3895,281,1228,1609,726,4019,26,1279,2225,1222,80,1053,1920,24,403,830,5267,948,3897,83,361,408,615,524,4862,5899,1301,7350,470,1152,1,526,251,1741,5889,35455,20,720,9794,1246,1187,562,529,767,2049,823,342,116,695,1410,873,883,1026,138,2280,861,441,296,398,988,384
186,6267,1740,1302,674,201,929,1118,134,1469,1038,408,6281,392,1121,876,846,3,618,4138,58,1912,62,1519,0,3374,1727,1159,1550,1190,1004,728,374,2857,234,3026,6611,508,2359,1709,1562,1999,1158,730,1840,0,894,928,1594,238,415,3648,5815,1417,2191,110,822,2,948,1234,4846,3512,1531,9555,153,320,242,369,1140,469,6153,92140,528,1149,6382,1397,1555,2127,340,1962,3251,289,1057,529,274,811,0,47,504,1066,1780,508,591,2177,395,2945,979
187,8418,1686,331,1031,421,277,695,489,659,58,629,7901,354,1027,1641,968,544,351,3956,662,806,931,229,555,4977,2397,1393,3373,1315,2198,712,18,1337,191,1109,2068,494,1470,167,729,1605,511,1048,1916,88,398,1975,695,453,292,973,4015,1479,4372,431,1217,217,61,668,2423,3463,1665,5521,411,801,2,537,1534,1677,4072,70638,782,1072,3061,1235,425,841,361,1066,3205,1018,457,363,303,1540,0,556,1328,760,1280,304,822,1928,730,3374,710
188,1095,0,831,1080,604,6,406,453,0,607,514,8790,199,1325,0,419,0,493,1980,381,223,697,214,0,1,1751,1729,3238,707,2370,1456,1,786,628,731,1683,639,624,552,808,2979,198,296,75,0,416,605,328,49,85,505,3103,804,1288,0,455,466,0,963,1844,4808,1512,5971,8,1288,32,26,72,592,7450,84918,685,532,2887,937,1408,490,44,348,717,959,595,142,345,645,555,65,329,519,857,755,1,5,183,702,391
189,10442,3076,2506,2757,5052,3591,6765,999,3369,3034,1016,41477,2963,1763,1600,5272,1026,6497,15928,2066,3707,1349,31703,6386,22743,5475,2873,8099,2122,6753,4507,5945,3440,1620,13403,32905,2542,4164,3458,4221,4360,1696,5742,12877,4466,4892,5175,3689,4337,3364,7342,14508,7055,14306,2909,3296,1051,4027,1497,11375,21923,4506,22504,1718,7248,3111,1267,4462,4406,23096,906183,7416,4791,20255,9921,6428,4546,3906,5034,6133,8898,3782,1083,2932,843,1044,4575,2651,2641,15230,5598,782,4202,3374,3631,1857
190,5528,1937,737,1641,303,88,1100,48,115,627,2227,6163,234,1818,0,1056,478,1582,5287,944,923,826,24,1465,1866,876,546,1524,116,753,983,716,2277,127,1091,454,1102,1788,772,652,7636,2175,673,1995,1719,1008,375,679,804,1765,2801,658,1516,1646,104,551,174,203,314,5754,13747,1180,6928,851,740,0,922,66,808,2002,25003,968,1024,7655,308,620,1171,243,804,185,0,664,32,238,647,2087,5,370,371,1550,843,483,1267,478,1824,791
191,24981,10801,3401,3888,3958,7391,4091,701,0,792,2990,43171,1224,8223,2527,3093,3733,8819,21080,2202,4158,1905,21988,980,6860,4494,2328,3020,770,4242,9185,7401,10311,1021,10918,1421,2853,2611,5192,4709,1525,1095,2775,13982,0,6589,4993,4342,550,783,12263,25818,4435,4137,402,1560,2371,464,2805,6638,20984,4494,30423,6926,4843,1390,1659,6150,13128,23842,511898,3348,4529,37525,6164,6730,4929,2571,10976,17240,8398,8063,12408,3510,1471,2370,7229,7817,5455,20185,3739,2993,5762,1622,14611,4143
192,13831,5770,6026,2275,3959,2613,8368,304,1,2785,3859,31700,2153,5698,0,4913,3181,2809,24704,2872,8120,2891,12604,444,9519,5925,3042,4072,2036,3935,4260,10876,2713,3089,6864,10718,2650,3064,3196,6679,10715,3327,1747,10606,3000,6411,6022,4991,2149,4751,11146,18813,7738,2843,62,1284,2157,1522,1302,18667,39140,11082,19049,2128,6647,985,2368,570,2896,19604,391802,23822,4952,28853,1837,2758,5531,6414,10084,12757,5910,3135,2597,2933,4677,7099,4086,4411,5361,15202,771,5628,1591,1796,10346,8652
193,4241,959,307,1039,171,455,460,443,698,377,396,5895,430,138,945,24,78,847,3597,936,1363,933,862,558,825,2352,2216,3589,532,2331,1741,274,1262,1251,1964,2547,808,731,252,852,799,600,970,1168,3000,535,276,1107,263,486,1049,3753,883,2400,181,1068,547,280,895,2520,3380,922,6318,365,164,2,994,297,3779,3820,74779,3052,930,6628,494,947,669,552,580,919,780,771,1060,146,324,72,713,486,548,2680,839,371,702,543,765,489
194,3559,1183,0,198,0,1088,1493,680,0,1297,360,3214,708,994,266,714,202,2010,2921,631,2122,400,376,0,1596,3021,1783,4555,526,2049,467,420,1675,0,1913,15335,1114,238,312,1664,1086,1125,1616,1082,714,869,126,302,695,276,1330,446,473,1238,2430,1265,543,736,2597,3184,2912,16,5701,478,3432,1682,0,858,651,3797,79665,1349,621,6124,205,541,1301,215,90,1754,1037,623,152,221,1848,159,5,186,499,2235,1787,449,1060,469,1397,1026
195,1497,691,228,407,271,56,268,154,161,409,376,1901,3,282,433,459,109,274,1971,301,457,321,0,6,2528,1110,785,2022,270,1083,1282,245,318,61,629,5495,275,267,0,470,225,1,453,449,434,1025,339,268,190,154,177,986,343,2816,1122,217,168,592,187,253,778,463,1592,129,1435,518,321,131,161,2363,80244,374,184,4093,414,875,110,980,813,432,325,199,70,712,148,0,0,824,91,996,81,285,0,288,551,200
196,1637,566,378,290,4,535,473,1108,1356,167,137,4896,705,481,388,408,226,124,952,188,28,175,1992,351,2094,1171,1092,2132,646,985,651,959,265,265,1095,3923,260,237,633,206,338,2,185,527,51,452,0,835,610,617,178,2056,277,1030,533,166,0,0,83,1290,1137,228,2897,170,540,190,474,450,289,2271,62195,337,327,2477,113,220,1032,1078,854,1137,505,87,1805,218,590,105,654,395,414,1693,700,403,617,410,1173,403
197,6059,1848,277,2842,2091,1162,1738,4060,0,1413,481,38577,1640,3772,0,4376,1266,3791,18070,2739,2818,2291,2402,0,6334,3083,3880,4276,503,3312,2610,3270,5582,1933,9295,1,2569,821,2569,1208,15851,1971,2350,3244,68,4536,738,2553,1145,1889,5792,7780,4283,2601,534,289,2689,157,2459,3535,15069,1849,30484,2122,4059,0,944,180,1681,7904,109634,4609,2559,7473,314,4792,1047,1357,5410,4140,4350,6730,187,3899,2181,5741,2921,3041,2399,15605,1566,5672,1219,1437,6616,2904
198,3703,1422,0,242,0,1256,502,886,500,765,731,1891,1222,93,395,348,612,1288,2769,150,616,322,1050,1,2934,1283,1328,1544,892,1482,1065,1004,272,714,1455,3147,165,295,500,188,666,0,609,1600,0,1838,528,801,16,606,145,3837,345,3676,1286,1379,384,143,528,280,1006,170,3322,495,165,1509,10,553,287,2180,80055,539,401,928,175,1736,1605,791,406,855,519,357,818,642,336,0,0,641,143,215,631,409,957,174,1589,236
199,5380,2864,297,0,173,0,334,991,1147,531,127,5138,650,1986,2845,2127,1087,553,5614,745,300,301,1324,295,2168,3312,1664,5946,1096,4563,347,537,2090,1095,221,6438,176,833,44,1569,489,0,1768,1101,0,1570,200,1087,228,1,1557,8329,157,963,1158,709,626,0,44,932,4667,1059,4742,125,96,1,167,1355,2658,7050,49519,2017,179,4297,3086,452,349,771,834,2027,2220,871,1622,340,0,222,73,1563,866,4346,902,404,952,484,1718,489
200,19867,8164,1361,1397,820,645,2998,1240,549,3578,3266,29835,537,2044,3288,3494,2850,1937,17580,1701,2126,3257,1661,402,6696,1148,1310,2953,506,1614,3903,2651,3097,213,5140,6892,1152,2199,833,3290,3013,3075,2722,2725,219,3364,1741,2162,1358,876,3928,13190,3406,7639,1762,1940,540,3903,1141,8115,10580,2239,8745,1747,3147,441,3139,3252,4080,20208,294507,1551,3487,12873,3082,1651,4608,1619,3859,10985,7833,2578,3244,1541,2693,1943,3383,7184,1654,4571,1476,1629,2192,2847,4551,3367
201,5970,2481,1034,1248,634,1028,2341,1316,3345,1832,1378,17817,2612,1992,3566,2278,2161,1790,10176,1102,1929,1618,53,579,11552,1224,652,1560,162,1076,3514,1575,3809,768,3173,7581,880,1567,659,2071,2662,1760,2063,3279,7904,3133,1935,2721,1796,753,806,10611,3047,11517,3209,1674,1583,1745,1353,3080,7097,2470,6614,804,2768,488,2262,1969,1980,12675,214580,3128,2961,9312,1972,4666,1548,4513,1836,7140,3299,1447,1572,1639,1045,68,626,3807,749,3671,1847,1159,1637,2267,2078,850
202,5413,1397,6,342,470,489,480,158,0,408,1600,8740,37,1863,0,874,965,1305,3071,136,1578,415,1083,304,77,1722,1174,2265,566,1844,1004,1387,1463,892,3195,29,1197,494,809,1169,2466,36,673,2472,0,379,652,385,282,414,2360,5441,1030,181,64,50,145,130,567,4178,8856,2197,13193,232,621,0,819,314,184,7217,36998,2811,843,5671,785,2772,1348,1694,971,2399,2027,1497,1070,394,388,1666,315,1046,259,3017,267,768,1690,190,3960,1375
203,7243,3304,0,1464,0,2081,577,485,574,876,181,3807,1536,311,0,285,525,1140,1063,311,11,69,1116,2538,5839,2308,1572,4745,809,2447,735,309,852,0,3505,6203,394,559,1697,99,2657,0,793,2474,714,1205,897,582,783,670,1216,1271,1553,4340,930,659,1306,362,203,1022,3349,350,6225,937,881,2485,0,461,2,1859,65890,406,910,4234,177,2227,0,559,0,793,590,787,1175,510,822,378,41,242,418,1097,542,948,341,257,1021,531
204,11494,3128,0,822,850,1365,956,1244,4415,1894,1229,12513,1726,838,1357,1141,10,3504,6987,2000,1148,934,11,2,7071,3428,1801,6278,1171,1318,1437,514,2631,360,2259,2888,577,1017,36,1776,2265,785,2257,736,541,1517,972,326,1628,1873,985,3951,529,2448,1837,1409,2259,723,976,2748,3865,1111,12969,194,2678,1676,802,3011,7723,4902,143456,2780,1136,7974,2143,415,1348,1163,1617,3069,2797,973,1608,1516,1355,249,1292,1641,1374,4159,1449,475,1891,1650,1906,1344
205,10802,912,1309,823,1622,1725,530,1622,3158,1595,1038,8767,1668,2154,1855,507,863,3491,3282,1193,2006,680,309,7736,14804,3700,1703,3540,835,3004,1544,710,1366,782,2876,13429,534,1628,1729,936,1351,197,1471,880,1356,1521,2358,303,626,313,1857,6935,1168,6860,2958,1572,668,820,448,2290,3254,2185,6741,373,841,3999,77,2530,3145,5150,135508,3685,641,5987,2986,0,1017,598,610,4508,1688,1092,1380,794,668,0,1002,1325,2387,4035,3498,848,1562,1352,2367,1611
206,11957,3138,2324,1417,668,2138,2124,1223,4124,1903,2350,17158,2522,1976,739,1839,133,2314,11361,1077,5799,746,4730,5571,6813,1616,1127,3263,235,1584,3114,1806,2729,1203,3107,15387,813,3050,257,2638,5010,1058,1232,3691,137,1660,2580,4880,1671,1616,5441,9969,1725,7405,2084,1802,460,2204,1007,9740,16089,3122,16463,800,2545,351,1055,1643,7886,7711,139591,3956,2500,13534,2875,994,3871,1849,1548,4824,2929,1515,2582,811,2109,562,1973,2383,652,6340,1522,1581,1369,1329,9400,1730
207,4287,681,886,559,277,1276,765,251,0,565,487,8548,2837,759,405,325,237,786,4463,941,2388,924,3753,0,398,2574,1587,3422,665,1956,568,1202,2317,794,2403,1244,281,1281,55,545,848,848,360,1680,7622,5,1564,1071,148,217,653,1449,556,6865,1400,112,75,97,292,2926,7165,895,4023,553,312,0,972,686,2260,2194,16760,1731,138,7122,1286,402,47,332,2448,2402,1888,840,263,388,1279,13,0,1219,949,741,1168,1713,806,502,2230,852
208,2790,1478,147,315,0,2165,238,198,2243,843,247,6178,338,337,622,230,427,1731,1525,165,468,106,877,1537,5923,1899,1233,4476,1101,1624,1748,286,926,384,865,9808,146,452,55,545,228,9,451,1679,1933,766,275,2082,289,592,581,1582,839,6733,1175,809,3776,452,6,1236,2927,512,5030,299,1738,640,454,1282,0,4164,64545,511,561,2655,189,1313,2201,675,707,554,1061,847,792,951,497,978,794,711,1091,3184,1259,890,573,625,1027,410
209,3203,63,0,926,977,1524,174,1,877,606,161,8195,1009,512,1197,1352,10,922,3714,436,279,344,1928,48,2010,2547,2264,5719,649,2068,920,71,1611,250,1096,6654,414,1710,567,656,1079,552,1592,607,0,1850,892,840,957,153,193,4169,1958,5296,1204,686,748,820,78,1548,3993,424,5121,296,1083,0,4,707,313,4086,95412,680,1854,6785,1,1443,845,780,801,783,781,539,234,1414,417,1,650,417,341,703,0,267,1,630,596,579
210,1316,862,106,121,736,500,452,97,306,1141,232,6371,551,1125,186,781,0,1902,3401,0,1171,436,1571,2384,1336,2019,1089,3740,1147,1728,326,998,1713,568,1740,2788,397,711,211,468,1515,320,592,1734,18,331,708,642,440,0,1303,2208,492,5251,270,464,11,563,50,1766,5788,788,4931,131,1588,118,100,1230,527,4553,47185,1480,857,7923,9,505,1218,221,566,635,307,467,932,0,423,0,600,455,0,1507,586,347,926,1047,2202,670
211,6867,4426,1903,964,2418,3942,986,14,3273,373,990,9705,7043,3008,185,1115,935,2112,4189,103,683,65,1592,2559,11399,1900,2171,5336,816,2271,1009,726,932,947,4006,39895,1309,688,674,959,2131,330,100,2032,815,2157,1665,1018,2166,545,952,2908,2879,11626,3162,2654,1008,312,728,1334,6923,1556,9949,670,4085,5180,811,279,4242,10986,185846,2239,48,10640,565,2322,2697,941,689,1690,1984,594,2853,2100,506,653,400,1444,989,4462,2331,978,2172,1646,1630,676
212,2861,2062,875,396,250,3565,861,451,1048,856,1234,5137,5663,321,2183,975,1,351,2719,1164,792,282,817,3764,8334,1807,2787,2458,1263,2661,2827,695,2664,1256,4250,14239,378,486,763,1138,1229,1,1615,1461,0,2379,23,435,508,518,202,4853,1190,10353,1451,2191,918,894,8,1918,2663,941,5188,173,6,3819,2,305,1501,7361,86616,2519,671,7936,510,2082,764,1824,1298,825,1099,611,2163,1129,0,0,70,925,442,3283,1442,971,1619,735,483,294
213,8872,4785,491,1585,1360,361,1350,762,1728,1458,973,18927,0,3074,2757,1421,1378,2693,17571,65,798,422,961,0,8560,2358,3971,9746,1265,6864,1928,5269,710,2054,3246,19191,1388,6792,2,437,1910,835,4043,3443,0,1430,1885,253,1743,124,1080,3837,2328,11561,4867,1080,1236,0,1254,3008,4670,1667,13381,2107,2946,473,1349,2470,2756,15009,446944,2886,3,16652,1628,0,2574,4940,1920,6630,6167,5073,1765,1654,638,463,2554,2372,3083,6499,3513,920,1369,1307,0,0
214,8882,3822,507,640,422,4941,2470,164,1042,836,1179,6993,1791,1602,1567,277,1851,3512,7595,1414,1525,6,1665,6651,8679,2532,2236,7869,1276,3057,1935,2184,2214,400,1805,6625,752,679,2894,756,1023,963,3597,2511,217,885,1949,2429,628,18,1985,6266,1576,4637,4807,2561,459,699,1068,1765,8148,403,9383,1341,10578,12454,54,859,993,4521,156367,1460,2393,13994,916,2593,992,1083,1806,2925,1637,351,531,7902,2094,990,2521,743,769,4164,230,1159,1672,640,6222,367
215,13599,2700,2086,218,1817,3787,905,1215,3784,1417,1399,20617,2180,2807,2672,989,2176,5733,17314,185,2880,2757,50,2477,10101,4462,1241,4597,1788,3973,2004,274,6265,1292,1958,9854,549,2490,518,2562,3868,232,1205,4817,1068,1609,1597,2374,1247,1173,3904,7894,3030,2546,726,490,676,1223,1696,7370,12871,4179,10584,1193,3261,76,2518,3501,2250,12246,118977,1685,709,12509,2638,988,2652,145,498,6886,1200,385,942,1234,626,337,1461,4732,1711,5128,1251,1209,2701,1019,4049,2357
