,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
141,0,4279,1959,129,0,352,613,0,815,0,6799,447,806,452,0,4014,0,4,797,409,347,662,1686,1128,2394,601,1685,1496,913,2334,232,549,446,109,416,1392,0,0,0,631,615,1586,637,0,3273,1794,2694,0,2490,3106,4402,444,0,936,0,0,4058,0,0,116,125,107983,818,1922,0,0,2828,875,1579,962,1469,1195,0,1626
142,0,2282,628,344,0,897,1057,0,155,0,5828,372,621,399,88,2810,0,331,393,625,914,3099,1533,560,2628,169,1093,1273,1206,1451,488,284,128,46,175,797,0,0,0,440,950,345,1260,149,5480,632,3593,0,295,2916,3895,0,0,1228,0,0,3223,59,0,0,215,89870,148,2091,0,0,3260,161,1796,1593,560,1428,0,1936
143,0,920,182,71,0,63,242,0,0,0,754,249,74,192,0,161,0,0,603,55,51,260,1096,445,1533,173,571,127,0,266,1075,60,112,0,128,47,0,1,0,0,0,325,189,0,842,195,562,0,99,404,2165,112,0,560,0,0,740,0,0,106,24,30853,158,194,0,0,369,160,428,223,202,783,0,15
144,0,8531,4220,570,0,3013,6038,0,3525,0,12614,2274,1,662,0,7748,1,0,1454,1054,7769,11149,5052,2622,5860,612,4446,2512,1815,4663,21547,1984,1485,557,1240,511,0,0,0,615,1723,2637,3846,0,14586,1593,7865,0,5093,13484,10792,0,0,1254,0,1,4825,1,0,738,641,812761,1715,2215,0,0,6332,2831,3688,4701,1630,8855,0,3119
145,0,638,473,25,1,597,0,2,165,0,3223,473,285,144,40,2322,0,211,368,268,0,507,934,568,641,191,902,513,511,220,144,244,71,1,10,243,0,0,0,127,665,196,271,0,1522,598,220,0,1275,626,1098,5,0,617,0,0,1565,0,0,155,48,7717,88,896,13,0,473,50,500,56,679,507,0,213
146,0,13610,3443,1359,0,3893,3191,0,3464,0,26070,5500,4979,1443,129,8587,0,1169,4000,1126,8199,9620,2837,1284,5177,449,1773,4531,5862,5109,15197,1080,696,83,1454,3590,0,0,0,768,3931,8474,5136,245,19676,4598,7859,0,14524,12958,9129,1001,0,1482,0,0,23927,0,14,1336,872,714674,3092,2542,0,0,23446,2553,5509,3171,4979,5959,0,8439
147,0,606,250,13,0,80,405,0,0,0,1904,532,0,152,29,816,0,1,312,60,52,122,282,347,779,200,516,114,392,21,20,67,83,0,111,78,0,0,0,18,323,130,31,30,231,138,96,2,1065,1248,397,35,0,294,0,0,822,0,0,0,49,2806,64,314,0,0,255,380,59,29,197,494,0,311
148,0,12599,5224,744,0,451,1922,0,1544,0,30277,3066,2787,1451,149,12112,0,327,6276,1941,15830,3690,2370,2509,5709,1223,3207,3900,2750,5577,11832,1237,1426,7,985,3390,0,0,0,629,3116,6069,3310,382,13373,3393,2010,0,7025,20964,7204,569,0,2278,0,0,16949,0,43,196,1584,608699,2857,5914,0,1,11915,5269,4541,4458,3236,7312,0,8631
149,0,258,259,83,0,43,36,0,168,0,1048,393,363,48,0,1004,0,0,128,109,2,379,547,489,821,213,691,260,435,25,203,151,36,0,6,230,0,0,0,53,464,225,205,0,855,233,88,34,481,477,921,173,0,83,0,0,993,0,0,11,24,2620,24,1,0,0,88,175,558,0,454,761,0,161
150,0,735,776,72,0,490,203,0,149,0,2750,508,505,298,0,1284,2,65,331,334,195,1978,510,376,816,160,517,439,336,264,1793,154,183,0,13,306,0,0,0,266,875,385,324,16,1097,260,504,48,408,1960,1867,1,1,719,0,0,2211,0,1,51,15,10295,47,367,0,0,625,338,815,32,727,1676,0,602
151,0,538,483,335,0,386,214,0,189,0,4480,1038,906,363,0,2955,0,161,750,281,539,1099,1371,1224,1457,613,929,1371,508,398,504,155,96,28,291,403,0,0,0,221,513,840,453,0,3529,597,1128,0,2103,2341,2041,244,0,1378,0,0,2369,0,1,137,241,16878,202,1577,4,0,2156,425,1627,502,766,312,0,1157
152,0,56,151,0,0,156,76,0,59,0,1673,280,123,79,0,981,0,0,227,170,139,328,499,443,964,228,623,254,117,143,0,110,38,0,9,83,0,1,0,104,172,107,155,0,566,261,122,37,798,626,681,0,2,23,0,0,657,0,0,0,65,7957,7,168,0,0,339,219,201,26,250,377,1,382
153,0,568,419,74,0,50,126,0,290,0,2144,275,363,131,0,786,0,2,222,141,233,1101,559,499,843,291,711,432,265,385,731,34,126,0,24,42,0,0,0,518,82,303,132,0,876,334,394,0,341,647,1740,67,0,181,0,0,529,0,0,85,58,5620,84,89,0,0,529,108,730,142,404,640,1,297
154,0,239,34,23,0,171,238,0,105,0,1974,225,35,70,6,268,0,0,221,73,229,246,577,410,511,132,444,83,270,117,59,84,1,0,64,127,0,2,0,45,147,85,47,0,706,219,117,0,1207,1079,2040,54,0,179,0,0,442,0,0,26,5,16534,75,182,0,0,206,190,151,129,427,342,0,80
155,0,464,337,113,0,147,3,0,154,0,2880,195,81,114,0,820,0,0,101,171,215,417,545,344,816,141,337,535,220,216,703,81,56,75,102,105,0,0,0,328,118,417,135,0,1034,235,827,0,368,942,1263,37,0,269,0,0,672,2,11,48,37,25195,3,184,0,0,850,259,710,178,303,720,1,427
156,0,15311,6408,279,0,1900,2126,0,2640,0,16157,4492,680,847,62,4547,0,321,5634,1822,26123,2819,3698,3040,8436,2580,4598,1376,2141,5229,4464,1271,927,90,4195,5138,0,1,1,1068,1811,5060,3743,896,12373,2223,4665,0,9223,19400,11773,28,0,2287,0,0,13511,0,0,87,1553,641442,3102,6997,0,0,17500,2942,8142,1389,2304,3161,0,8169
157,0,14926,5825,1067,0,945,4502,0,1701,0,18537,1830,3775,3184,113,4758,0,408,3309,466,3142,12490,1622,1153,3347,491,1900,2779,1732,4013,13886,354,1114,0,1006,2380,0,0,0,819,3511,2772,2201,1,7827,2204,8603,0,4435,10959,2757,310,0,1827,0,0,11353,0,0,932,830,245346,1366,3597,0,0,15288,1524,5983,2002,2681,3260,0,7368
158,0,2323,1221,657,0,69,1466,0,1931,0,9625,246,1508,414,0,5156,0,0,873,332,10028,2847,2005,678,2938,419,1849,1661,1695,4296,5977,422,560,0,1736,64,0,0,0,114,589,3776,948,0,6446,1486,4779,122,2469,5691,8147,654,0,461,0,0,12184,0,1,425,661,552479,1184,887,0,0,7903,1048,3857,596,785,2140,0,1041
159,0,3063,993,569,1,726,1043,15,684,0,4372,733,1238,169,247,4764,333,1352,557,1027,443,4042,1536,665,1731,180,1270,1005,1272,1104,6117,399,239,0,502,923,0,156,0,178,432,1417,918,330,4162,734,3092,1,786,3877,5927,0,0,1404,326,0,6562,112,9,353,526,138329,455,431,960,77,2886,1584,1309,708,1154,1996,390,1262
160,81,5506,3529,151,0,707,300,194,3013,0,20555,2038,2631,2123,1,12427,0,0,3889,1354,1534,1465,2770,3181,7217,1045,3943,3726,3563,3810,2789,1643,820,0,2103,2935,0,0,0,870,1334,6579,1947,0,11834,4473,3583,0,9305,13365,20828,1052,0,2997,0,0,17940,0,866,382,2576,494446,1078,3405,1,0,10553,5517,6289,5664,4665,8807,0,8147
161,0,186,161,3,0,39,19,0,36,0,1280,142,164,39,1,241,0,0,306,123,155,122,293,226,289,80,292,148,345,84,0,88,22,0,23,43,0,0,0,32,398,150,77,1,760,255,47,0,336,1024,838,2,0,85,0,0,387,0,0,12,30,2006,3,142,0,0,263,114,206,96,288,197,0,176
162,0,1000,203,67,0,110,2,0,403,0,3860,510,593,242,0,1311,0,0,482,192,465,90,383,392,823,94,344,631,436,526,2,199,87,14,116,285,0,0,0,99,569,589,190,59,2523,489,104,0,1163,2110,1535,27,0,213,0,0,1619,4,71,25,70,43893,125,484,0,0,958,444,1645,230,1246,563,0,567
163,0,13832,5343,67,6,2964,747,0,3018,0,22192,4312,4148,2295,89,14370,6,26,7327,1012,6622,3355,4685,2607,11045,1686,4059,4393,5221,4304,5919,1241,1805,69,292,4721,33,2,0,851,2252,5588,4237,13,14397,4886,5227,15,5571,14856,12715,2293,0,2762,0,0,30073,0,0,162,2312,1457211,3545,5032,2,0,21822,2404,6528,2667,3751,2258,27,13267
164,0,1249,479,47,0,91,296,0,469,0,3818,621,519,261,0,1478,0,11,326,191,336,725,404,493,856,97,523,716,349,272,2843,164,163,49,33,193,0,0,0,103,945,697,343,0,935,619,619,0,484,1754,2897,97,0,597,0,0,1751,0,42,60,74,41850,83,1128,0,0,1334,224,606,715,710,1033,0,621
165,0,1770,1523,1,0,2020,3081,0,443,0,17403,1592,2009,1334,220,11078,0,21,434,2108,6207,1820,3001,1458,6067,1496,2712,4213,1282,3796,777,297,218,638,366,3253,0,0,0,2280,2449,1617,1549,0,13783,2738,669,349,2728,8949,10540,0,1,1180,0,0,11434,424,0,432,1420,339785,1005,631,0,0,13450,1910,5802,5644,1745,3667,0,6238
166,0,795,345,2,0,87,83,11,180,0,2276,107,221,212,26,674,0,0,300,113,256,1170,404,271,525,134,400,547,422,233,2387,67,60,34,11,192,0,0,0,123,262,199,275,0,687,193,601,0,262,400,1145,33,0,632,0,0,1346,0,0,38,51,17059,2,645,0,0,912,204,112,649,232,525,0,448
167,0,1273,264,77,0,379,281,0,42,0,2034,851,0,446,0,1278,0,0,438,147,43,461,799,340,856,78,483,334,99,315,10,408,110,0,227,129,0,0,0,52,620,195,308,103,1047,563,71,28,1182,2158,2125,0,0,413,0,0,521,32,0,8,35,60111,120,486,0,0,1128,757,414,101,1054,2154,0,333
168,0,4649,1301,821,1,32,775,0,776,0,7228,1099,642,827,872,2680,0,114,668,277,1390,946,1672,536,1809,371,744,1008,1298,486,72,278,340,139,266,1601,0,1,0,368,1832,1884,716,153,1641,737,635,0,3129,4811,5395,0,0,341,0,0,4344,4,0,314,820,105360,49,422,0,0,5103,408,2958,1602,1165,541,0,1433
169,0,917,305,87,0,47,44,0,38,0,1945,345,350,121,46,1330,0,62,166,88,151,643,730,618,742,181,724,790,317,442,0,112,79,39,90,202,1,0,0,41,179,190,68,0,1602,360,204,2,670,986,1610,0,0,136,0,0,1179,0,68,74,109,23740,25,174,0,0,668,524,814,174,757,181,0,219
170,0,14262,6222,688,0,2249,6727,5,1221,0,21756,1582,3796,1003,135,14595,0,1044,3263,2116,3995,15575,3671,1598,3593,1026,5036,5889,6196,2360,29786,2520,1218,1,965,4088,0,0,0,1032,3663,4096,3780,552,16087,3205,9738,0,6931,7151,10191,59,20,4175,0,36,11822,6,103,201,1603,834680,2646,6181,0,0,20367,1676,7406,4378,3674,4609,0,4326
171,0,348,68,34,0,60,0,0,122,0,3137,323,267,153,0,692,0,1,388,134,151,83,304,518,784,131,518,277,518,176,28,98,60,1,101,54,0,0,0,56,372,241,63,116,884,484,174,0,338,1045,696,49,0,53,0,0,1655,0,31,0,25,2573,7,293,0,0,377,298,355,81,309,349,0,234
172,0,217,82,0,83,608,0,0,408,0,2673,106,172,282,0,520,152,189,109,358,53,222,1040,813,1460,723,986,1153,97,228,0,164,28,0,0,5,29,211,0,54,482,218,335,183,718,525,0,0,340,637,1,0,0,490,0,214,937,0,0,118,0,2841,78,281,2,0,778,294,272,466,441,112,41,394
173,0,657,328,27,0,0,499,0,292,0,700,173,172,179,0,777,0,0,241,111,37,1134,380,361,999,126,649,378,53,367,1404,19,142,16,59,92,0,66,0,46,327,411,152,0,267,275,358,0,302,443,1679,0,0,415,0,0,1150,0,0,0,47,20166,16,140,0,0,565,439,316,186,299,468,0,20
174,0,5495,3344,271,0,1192,7632,282,354,0,9591,918,230,755,75,3700,0,0,609,52,19307,14967,3069,426,7405,616,2532,1714,122,1872,9242,435,253,0,4479,1478,0,0,0,3,570,1327,2139,201,5621,1787,10861,0,3171,3624,6036,0,0,867,0,0,11272,0,0,477,1020,600309,1260,5164,0,0,13927,1248,2158,1575,549,7484,179,5529
175,0,841,472,187,0,50,595,0,0,0,2500,167,128,0,0,1466,0,0,402,96,174,1546,703,666,936,285,900,594,291,224,2001,72,71,0,289,167,0,0,0,47,409,686,496,202,623,167,758,0,276,508,1917,0,0,398,0,0,1284,0,58,116,55,23911,458,892,0,0,2602,314,688,440,265,1234,0,496
176,0,12792,7242,816,0,1046,5449,0,1700,0,10514,3446,0,1524,88,4785,563,0,2226,629,3805,12373,1369,698,2489,576,1186,3603,2721,4543,16765,1263,768,241,2542,1281,0,0,0,531,2497,4353,2942,56,2119,1977,4432,75,7739,15932,8676,327,0,1939,0,0,6253,4,148,307,983,496927,2434,5106,0,0,14236,2442,1784,1198,1555,8380,0,3801
177,0,976,77,0,0,108,92,0,0,0,1077,296,5,20,0,188,0,1,218,207,283,0,627,867,1346,578,888,163,74,472,1,103,146,19,65,38,0,0,0,58,242,77,318,0,176,127,1,0,677,533,1071,0,0,166,0,0,92,0,0,9,18,3283,15,257,0,0,935,131,338,67,222,753,0,77
178,0,342,231,90,0,55,146,0,178,0,1191,156,0,318,18,526,244,0,233,87,55,1270,385,290,535,84,379,237,163,247,1278,245,77,0,112,130,4,1,0,87,451,281,88,3,371,175,80,0,579,1058,1096,41,0,127,0,0,475,0,0,13,18,11400,185,305,47,0,1021,215,394,89,241,792,0,59
179,0,373,224,36,0,131,644,0,53,0,1073,132,346,216,35,427,0,37,102,106,160,818,388,182,700,167,358,606,257,179,1152,46,22,0,75,54,0,1,0,105,220,144,57,0,587,184,599,0,201,527,1054,0,0,148,0,0,590,0,19,44,75,2743,8,234,0,0,427,203,212,24,360,881,0,223
180,0,187,102,0,0,142,0,0,157,0,1055,159,148,1,0,783,0,0,192,89,357,13,594,396,484,108,723,147,321,232,74,125,0,0,61,24,0,0,0,4,105,27,51,0,701,211,0,0,618,795,590,22,0,280,0,0,416,0,25,43,1,1379,2,290,0,0,151,261,196,78,371,125,0,168
181,0,255,135,64,0,36,0,0,42,0,916,75,166,45,0,706,0,0,232,42,48,119,567,313,607,128,437,116,173,232,57,124,66,0,12,131,0,0,0,16,293,240,114,0,576,44,127,0,456,371,1347,0,0,158,0,0,564,0,0,31,62,13674,10,215,0,0,237,230,197,226,267,230,0,257
182,0,1503,1297,94,0,216,2489,0,419,0,3621,432,547,414,4,3055,0,72,717,236,1056,4905,583,516,1144,79,290,579,339,1315,6267,182,41,0,662,643,0,0,0,124,1153,879,1053,91,2986,662,2825,0,950,2509,3206,0,0,724,0,0,3291,0,2,233,274,62394,696,756,0,0,3984,1008,1882,360,584,2132,0,1563
183,0,9038,4220,2019,4,3996,4154,38,2570,0,19091,6310,0,1817,52,14537,4033,18,5455,1693,3934,8619,1408,882,2900,427,2028,5999,4426,4527,2515,4010,1871,382,4427,4771,0,1,1,645,5786,6546,6074,80,7516,4383,447,10,15441,27780,16551,583,397,4972,2,0,9298,1,576,534,3559,434072,6808,18589,1,1,31113,5335,2863,3053,3072,16318,2,5297
184,0,2084,1711,400,0,1280,1169,0,449,0,6592,517,122,300,40,2931,0,0,1130,384,1985,3465,1012,649,1408,334,1116,629,890,1682,3422,493,321,176,64,419,0,0,0,309,1006,705,987,0,3230,248,4931,0,1314,1595,4254,16,0,893,0,0,2271,0,0,110,278,120885,412,879,0,0,3657,268,982,1664,1192,2518,0,1197
185,0,5176,1875,1274,0,970,334,8,1562,0,13160,2058,1406,743,80,9037,32,206,2116,1238,1278,4039,2015,1726,4663,515,2539,2932,1847,3931,7211,1371,404,0,841,1065,70,0,0,531,2794,3783,2012,53,5530,1564,4192,74,5784,8546,10876,216,48,1930,0,0,8431,32,4,690,1320,727565,2724,2033,10,0,6790,1919,3478,2041,2531,1616,85,4703
186,0,1399,740,139,0,386,1577,0,417,0,6608,1237,873,237,0,1421,0,0,899,109,1340,1767,1096,375,1675,706,1443,347,933,1593,1641,634,148,13,698,512,0,0,0,230,1870,850,1489,193,3164,1040,4706,0,1070,3915,5423,0,0,573,0,0,5411,0,0,153,128,97003,902,1087,0,0,4181,998,2005,878,814,1184,0,1789
187,0,3946,1443,367,0,6,787,0,419,0,6297,648,653,506,9,1989,0,115,647,439,1744,4367,893,496,1362,472,723,1240,1800,2635,1592,231,459,182,115,1213,0,1,20,192,762,955,851,118,2971,1052,6543,0,2661,2159,5597,51,0,313,0,0,5157,86,5,103,250,216876,205,1526,33,0,4236,735,796,872,761,1341,0,1890
188,0,6435,2489,1695,2,2323,978,2944,667,0,11460,2428,712,1848,191,5041,0,79,2187,1504,3961,3890,2898,840,1963,549,1316,4247,2766,4071,3667,1877,741,236,1232,2049,0,0,0,291,2994,3552,2894,0,7623,5805,3208,0,3487,7665,5365,2638,278,2290,0,0,6215,0,632,267,1354,282978,140,2132,0,0,16517,3626,2369,3976,3181,5383,0,4083
189,0,3730,2796,257,0,19,2172,0,17,0,3110,708,106,750,0,504,0,0,690,432,220,2439,1050,980,3342,838,1360,638,547,1363,7615,784,201,1,134,875,0,0,0,0,813,704,808,3,3078,60,1326,0,1059,2030,3730,123,0,302,0,0,1921,0,143,0,25,98955,390,986,0,0,2422,388,1214,1245,93,1295,0,452
190,0,2624,627,380,0,330,394,0,447,0,3032,175,265,126,0,1898,0,0,918,155,752,1110,959,525,1192,352,1046,274,164,1019,2373,22,289,0,1027,890,0,0,0,26,341,236,250,0,2982,688,3826,0,849,1848,3515,1,0,457,0,0,3004,0,2,13,149,96711,186,1056,0,0,1325,278,1398,597,445,1418,0,690
191,0,3273,1043,122,0,425,2326,0,571,0,5340,924,1071,888,42,3755,0,92,903,236,1495,3237,883,303,1502,319,477,845,742,2382,3500,258,125,54,508,568,0,0,0,3,1039,604,878,0,4160,1081,3293,3,1616,3804,6553,51,0,1343,0,0,3784,0,1,38,152,174280,606,979,0,0,3098,845,1770,1427,770,1229,0,1559
192,0,9871,6372,46,0,413,4865,92,1168,0,11173,1827,1182,1122,31,4761,0,1085,761,390,5744,6060,3678,2685,4909,2355,3457,2192,3178,2462,9952,1050,190,0,1426,2261,0,0,0,503,736,1715,2915,1,8241,1757,6222,0,4919,9854,8369,445,0,5417,0,0,8323,4,226,578,2194,484910,847,2041,0,0,8453,3579,416,2372,1344,3442,1,4523
193,0,7507,4678,601,0,2,6670,0,2483,0,5956,1191,905,1932,0,5028,0,0,1603,215,2059,4914,2792,1927,3423,1735,1664,2197,2754,1180,6877,710,62,0,1016,1624,0,0,0,184,2870,1797,1469,0,3031,1580,1183,0,9897,10793,8094,0,0,2337,0,0,7827,0,0,140,1217,66048,493,482,0,0,11552,2128,3294,908,1640,4797,0,2782
194,0,2607,1918,843,0,3,2885,0,1304,0,13284,160,423,859,1124,12343,0,0,1666,159,8845,2758,3349,2116,6081,1661,2873,817,3586,6966,3436,499,1,0,3089,2541,0,0,0,1,2177,2664,4019,0,7190,2097,3880,0,4478,2580,3305,0,0,851,0,0,6103,722,0,1,2276,385417,3407,1020,3,0,5454,4137,5054,4812,946,8589,0,23
195,0,13640,5110,1962,0,8958,17944,0,5511,0,24278,3502,3843,1771,0,11776,0,0,1952,2033,15091,32796,6059,3468,9843,2258,4225,5429,3357,9596,27788,1330,856,1117,5424,4351,0,0,0,1891,5572,7697,5587,1491,30545,5310,18516,0,6379,12144,21136,287,1,5608,0,0,20592,883,0,383,2609,1061130,5140,6863,0,0,20800,2537,15070,9796,4517,9994,0,10289
196,0,1454,903,413,0,178,5996,0,3,0,2648,253,352,0,0,1637,0,295,162,75,1683,8265,826,1094,1466,839,1483,2775,307,1511,9156,199,249,103,200,192,0,0,0,617,1365,1796,535,0,1847,721,2331,0,212,1674,5075,1,0,3189,0,0,2042,0,0,37,458,93228,117,499,0,0,4301,627,1359,1097,728,851,0,1438
197,0,1868,538,512,0,365,216,0,221,0,5038,366,761,285,0,1504,0,126,50,125,1193,2108,713,751,1487,363,800,324,1133,1067,4380,160,103,145,9,287,0,0,0,1,565,208,902,0,2259,720,1333,0,1177,1622,3358,33,0,827,0,0,1505,0,0,3,220,77044,470,735,0,0,2379,710,1049,1769,841,711,0,744
198,0,1422,382,153,0,90,0,0,1,0,3355,434,532,435,0,1969,0,0,403,71,0,1075,1376,743,1420,550,1278,805,401,807,230,222,311,0,148,497,0,0,1,0,591,875,374,0,2922,874,475,106,1488,1235,4076,2,0,374,0,0,4057,0,0,112,147,76650,77,599,0,0,5846,374,649,451,250,959,0,340
199,0,3867,1774,691,0,487,1082,0,828,0,11239,3270,283,398,0,3780,0,1,1688,615,2324,1,3657,1847,3096,1316,3047,3023,2697,1488,1211,3370,247,17,1060,964,0,0,0,267,1041,1949,1609,0,8113,1379,1807,0,4583,7150,2179,0,0,1275,0,0,8222,0,0,237,654,71784,208,2905,0,0,10040,1819,3686,978,2279,4939,1,1598
