,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
187,16,0,4,0,0,19,0,0,1,0,0,1,1,0,0,1,3,0,1,82654,55455,98157,13533,33910,57919,10,0,0,0,13313,1,0,0,5727,0,16,1,0,4,1,0,4,0,0,0,0,0,2,8435,103768,2107,0,0,0,8977,0,0,1,0,0,0,0,18466,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
188,9912,2331,3592,16565,1773,11906,3223,493,530,1027,10380,3065,7484,5622,19924,1943,6010,1790,4191,2990,3112,4976,1334,1230,2112,1056,7764,475,2908,8193,2362,4179,4775,2503,3241,665,1072,1840,3102,1047,1233,3176,5730,2599,2072,6415,4208,9520,1827,12174,3514,2624,2000,2259,757,5311,60073,3852,1619,38761,9234,3513,163646,4511,998,4614,2284,3215,1286,2300,2392,3985,555,24,2264,18744,1619,991,11115,3332,1932
189,7199,637,89,4751,1196,149,2058,760,1195,1065,3941,1200,1017,837,7994,760,974,1375,1290,967,770,1706,430,330,1023,1047,1707,526,769,6297,575,1682,1798,991,656,353,190,444,735,881,702,823,1847,1364,1512,3257,3920,4709,524,10093,1818,1548,1305,490,964,749,22190,866,2212,2575,1415,908,71214,549,917,2143,1151,822,432,642,1103,884,477,0,1110,14230,578,712,5452,1251,1032
190,1402,909,195,1638,294,81,926,589,149,304,1130,1633,738,1119,5787,517,708,276,610,281,168,257,26,113,197,691,1496,439,578,1256,212,603,595,571,592,616,323,672,642,684,147,529,1085,568,714,1422,1827,4535,302,2058,513,837,608,465,343,314,21271,725,115,4889,1089,888,38854,358,461,1818,475,112,276,433,606,1236,175,329,257,3122,1380,307,1982,423,401
191,2697,439,269,4385,946,130,948,302,139,261,1537,891,833,1472,4666,736,831,726,736,716,355,1125,66,364,644,830,2072,351,555,4112,402,2035,1932,1017,704,730,492,819,1136,600,276,1100,1339,290,306,1563,1885,1930,449,5539,1458,1060,1258,235,903,475,19407,811,638,2835,1544,1067,55869,1030,1346,1981,920,2219,339,1188,994,503,464,106,526,8995,429,572,3157,812,708
192,8976,1441,631,9850,755,1493,2759,397,2137,1046,3593,3213,2494,1495,11869,1072,1838,1145,810,2252,746,2420,356,572,1315,1877,1114,142,1050,7960,431,1786,2375,1894,868,2736,1643,970,2252,1566,1302,1732,1097,869,1597,4602,2603,4785,608,11293,1917,2345,894,1556,888,1026,33189,1002,889,14302,5911,1145,99616,881,2274,4203,1651,1709,621,1585,1174,1100,838,305,349,19016,947,1627,8145,838,797
193,5011,1069,842,11008,1828,8437,2876,1782,498,1164,7442,1816,3454,2533,10668,989,3178,2418,1933,1823,1087,2487,575,158,2327,1363,8007,1596,878,7064,516,2980,4214,2158,1756,753,446,3054,2036,1239,331,1457,1617,869,1385,5461,2119,6080,1784,11123,4731,1812,1346,268,1994,1099,48179,2507,422,14354,6157,1951,120168,2105,2494,3257,900,1034,644,1989,881,1542,1110,353,797,14990,2824,1567,10449,1529,1446
194,5227,1324,1204,7771,355,566,2301,348,1361,2392,1492,10687,4606,6008,20081,1571,1475,1593,1224,866,436,1150,23,191,425,886,1833,615,1484,7637,1595,546,403,1583,1589,1549,2830,1313,2087,1943,761,728,3008,1346,2145,10668,18628,12504,797,18327,7439,5407,2818,1894,1624,3188,71786,2853,443,11734,1975,1576,135472,1919,2154,3929,1265,432,1983,1603,1743,5073,795,1974,1919,3614,1470,108,2274,2522,1659
195,17877,1113,3035,16560,2428,7068,7892,342,1,1761,5597,8844,8159,12182,30089,5316,8396,3551,2988,5935,1980,6598,552,1391,4339,3278,6050,1248,4116,24559,1700,5141,3614,3975,5941,1945,3142,8311,8085,4277,5969,5231,3812,1324,2266,5975,17381,44072,4489,30868,6661,3912,1000,2914,6628,4684,130928,5827,1628,32036,12594,5474,257500,3623,8349,12827,4971,7860,3205,3630,6301,6976,2491,2545,1891,43467,3985,2987,22244,3388,3638
196,8254,336,605,11024,851,2795,2273,620,1625,1832,7303,2910,2436,1822,14291,1479,2950,1560,2225,988,553,2397,674,905,903,1775,2593,1202,1485,7048,955,1737,2272,1507,840,3234,392,801,1936,1592,1114,1728,1182,1072,1376,7235,3895,5539,1288,8669,1678,2234,1342,1024,1432,1756,36683,569,2066,14656,5061,1599,143152,1440,2068,4572,935,596,183,1521,2095,2636,603,461,2264,13548,639,2476,9728,2771,763
197,6023,820,940,8882,2505,5959,5518,544,263,164,3566,1674,1334,2799,10061,848,2599,2104,1693,2403,1316,4140,44,648,2792,1048,2993,950,946,7637,949,1724,981,3510,373,3545,684,1811,2063,2243,1778,918,997,1002,709,5175,3363,10817,1391,10708,2229,3133,2519,974,2048,1218,29371,319,1325,997,4763,936,184383,2070,2215,3750,1239,2089,165,2396,1647,2795,1428,1024,434,21959,2444,2091,6278,363,541
198,9044,1059,1406,14546,1731,1812,4456,1321,1077,1835,8418,1587,1940,3964,11285,1309,2341,2098,3244,2281,1243,3131,36,245,2267,3359,3569,923,1198,9220,841,4691,7593,3493,523,698,313,215,1563,637,2083,1579,3116,2697,1390,6605,3938,6566,742,12486,4444,2561,1559,568,1300,2381,62466,1346,1308,17608,6970,1834,194707,2879,1797,3597,1118,5003,624,796,1710,2841,1935,443,2232,20771,723,2014,5376,2156,1895
199,12796,2081,1791,13659,2223,3419,6056,1638,832,710,1419,2959,4213,4024,16377,1382,2562,5850,2113,3405,1847,6493,46,915,3734,1983,3021,1985,1922,10500,615,4227,5567,5113,788,1971,935,738,2541,1577,4340,2245,3605,1131,608,7876,5815,11207,1390,19591,4087,1883,1804,1560,2796,3999,65878,558,1409,22701,10654,2893,246882,2690,1679,4300,830,2205,781,895,2573,3073,1279,1569,285,18825,1005,2417,16885,2606,1094
200,18695,4342,3259,36843,4278,10075,15208,3764,6633,4267,17732,24636,9656,24925,51219,9943,7374,6885,6232,3681,2473,7070,1211,465,4305,4765,13530,6349,7078,37140,5418,8186,5132,7737,2120,4087,6600,9643,12483,11750,2953,5777,10125,4405,4113,22417,33308,75980,5382,65022,17750,9095,10533,4550,8487,5680,236457,6507,3356,62315,21834,8281,420838,8250,10536,14778,4450,15449,1564,2612,5403,8940,6421,9206,1455,37806,7488,6294,48481,2946,6233
201,3835,2098,1827,12818,2488,2673,3366,1272,1672,2488,2568,1847,3944,2845,11973,1586,3358,3281,1221,3585,1710,4164,975,1342,1350,1708,2122,717,1449,11200,1218,3300,5967,1712,661,1171,567,757,626,2508,101,881,1908,1281,1197,5891,4252,10516,1147,11318,3636,3559,1464,125,2720,1929,41184,2653,382,19227,7336,1787,128896,795,1607,1647,1463,3106,967,747,1403,2042,355,283,2202,24539,357,896,10018,1845,2099
202,1245,221,20,1216,418,30,865,167,80,233,1013,480,438,621,2694,270,307,485,698,599,624,972,250,216,560,788,1137,309,162,2139,31,1387,784,808,193,255,108,327,107,456,571,378,992,130,389,1273,1437,1587,160,1972,638,352,291,363,303,405,11635,292,423,616,941,673,33514,798,603,928,863,1032,4,519,356,742,49,103,114,3485,519,466,2343,138,182
203,30828,30166,1713,27252,8382,3403,8789,5305,2240,3063,17985,13329,1513,1706,32581,3832,6167,5430,29465,4389,3105,9140,0,531,2829,5362,19699,4345,3423,14797,54,14449,8227,6734,2992,31818,0,2042,310,12631,0,6045,11154,1,1,42661,4025,38292,1421,41530,2533,7538,0,0,9619,4470,235026,3344,7993,6342,19937,10940,86161,2971,230,16397,1558,0,1975,937,5240,1601,3037,4016,11746,225922,3443,8325,20818,0,5057
204,24137,556,5648,47467,7411,5502,11452,4682,4411,3258,12992,11063,5605,14322,56045,6122,7039,9173,4772,3090,2621,5259,2222,2998,5613,7558,8734,4283,5951,42159,5057,15102,7366,13152,1449,17052,1011,6900,13090,9539,4555,5885,9578,4027,3064,22149,13938,32713,4055,61248,22373,10905,2855,2033,7605,4843,227277,4084,3997,13780,22888,7617,622876,5107,14105,13105,3985,13285,950,9187,4763,13632,7177,8351,2971,64617,7914,8815,45935,2811,5235
205,12589,3553,464,14480,2414,1653,4754,1364,673,3429,3736,2263,5049,6087,14431,2186,4638,2537,3338,4112,1739,4358,604,473,2253,1724,2391,2251,3508,13900,1138,3259,5903,1997,905,2560,1350,1446,2963,1276,1586,1167,4362,824,1042,7634,6910,5240,2088,18525,4235,3566,1246,1381,2818,3380,63198,2886,1273,15018,8096,3228,189032,2396,3872,3330,737,3479,215,2257,2787,4444,1220,918,1544,29877,1354,1999,9596,1755,1544
206,14149,1884,1392,16370,3389,4466,10044,6533,5314,3181,16515,10349,7307,11777,28914,5715,4647,4488,3868,6013,4288,5892,870,3250,5521,5562,3363,4835,5449,31717,2737,8118,10387,3274,4119,3185,5149,10692,12386,8474,4133,6059,8445,5985,2837,8766,14277,42251,4150,46900,6805,7702,3534,1580,4200,3826,93656,6012,2343,29345,15608,6679,583193,5450,7941,15270,7938,12198,1507,5096,4183,9321,3935,2821,2937,43687,5791,1653,44418,4372,3627
207,4645,1475,1019,8538,2726,3586,2539,1129,367,977,4345,1857,2645,3002,10789,1064,1452,2045,2882,1704,760,2288,52,640,1378,470,2714,1620,1194,10608,518,1662,6294,2522,2075,2203,519,1607,2301,1588,203,1550,3085,1429,838,4538,3534,7855,842,11786,3467,1491,2263,313,1284,1357,38406,1466,829,23665,6907,2071,72890,1202,2171,3409,1310,3280,322,1140,1920,1593,1544,1675,2135,12634,1422,1015,9998,583,1442
208,7775,3221,571,8403,2153,2635,3264,1038,1761,940,6471,4423,4211,4028,13659,1394,2670,2537,2530,683,553,1363,36,270,880,2210,4256,902,1824,9241,916,1996,4579,1402,1559,1679,955,2055,1347,2398,2272,1749,3028,597,1804,5998,5358,12683,1266,13250,3023,2323,2152,841,1442,1667,39538,1703,923,19609,5479,3356,144020,1677,2339,3918,1814,3303,317,2419,1677,2133,1802,1637,2340,19889,1829,2097,15253,1599,1602
209,12534,443,2648,16512,1493,1042,6433,630,807,1480,11017,6237,5001,4601,19436,1386,5044,2521,2447,2872,1664,4488,937,745,2168,3772,7540,1279,3305,12179,1837,2798,3197,2961,1721,505,1959,1632,4911,3649,685,1681,2439,1601,3182,14210,6293,15516,2987,22400,2666,5003,2390,1443,3199,3082,71806,2632,1139,39855,10410,2253,232563,1717,2139,8583,424,4258,898,2812,2110,3244,360,1124,3165,25917,2829,2273,13384,1824,1693
210,10317,348,2523,5543,1689,9170,1277,1066,1121,1473,3015,4065,4109,647,5916,2530,1548,1069,675,2616,1074,1445,36,550,2026,1981,910,1078,717,10388,684,2590,1187,4002,161,152,1503,3311,3336,2786,438,1505,1716,455,860,5752,5498,9771,1557,17951,3027,2145,1035,1928,2414,1840,21871,1438,1816,21199,5217,1089,142542,1265,345,2669,1905,1088,756,57,2444,1994,552,1144,727,12469,946,1108,5300,166,1892
211,11959,1863,733,12848,1023,397,4379,3213,2236,3972,3436,2804,3043,5348,20268,1715,3051,3979,3530,1801,2069,5198,1108,1026,2439,2569,9734,1658,1159,12106,651,4304,7012,5214,1341,1041,2126,3339,2664,2670,1287,2633,4340,939,3507,10253,9487,10758,2503,15338,5568,5056,886,1102,1719,3039,84809,1627,2654,14366,5771,2837,147399,1336,6173,6967,3039,2535,477,5442,3953,8158,1146,249,2167,16638,3202,5740,19435,2507,2310
212,348,35,75,392,182,196,253,209,86,87,377,220,130,314,682,163,209,100,280,109,176,264,17,18,199,182,859,122,99,650,53,281,149,298,79,95,23,123,142,109,154,65,123,39,122,321,440,750,82,921,139,133,163,24,164,142,5076,161,116,666,539,199,10510,264,196,445,155,351,13,61,99,156,9,185,30,1864,159,121,487,170,169
213,9638,17628,2909,23352,11976,1145,6161,5953,3230,5631,18650,24178,4434,3532,31547,10965,5067,4762,12841,4896,4406,11127,147,2009,5221,8119,11955,500,4854,30778,3677,13918,14431,6124,2021,50,5778,2338,13932,6994,4241,9251,7192,2160,7578,22535,13880,27710,4724,48554,2677,5964,1093,6103,11718,5482,160248,2915,2580,24630,15226,8734,133704,8513,102,14128,5136,4603,2491,5645,7507,9387,1578,1218,4188,93547,774,2715,18130,6712,4787
214,13456,1296,2787,27503,7282,1488,16688,572,1187,3922,16225,5784,4071,12971,26130,3822,5559,8070,6028,2736,3811,7917,316,1954,4348,5077,9860,4187,4356,31889,1198,10542,6044,6991,2980,8001,668,4099,11893,6658,883,6031,8891,4946,4861,25706,17037,30614,1794,51330,9075,13248,3921,1280,4366,5064,170933,4001,926,20967,10807,11667,379733,5137,6973,10369,3178,8417,2835,8150,2678,4965,3330,1801,3750,65095,5682,4205,7074,4106,3429
215,17142,723,1743,17912,3620,1830,4017,1044,3287,2821,8658,4083,2866,7745,19195,1241,3382,4184,5975,3632,819,3021,612,1245,1931,3598,8433,1012,3443,17118,3074,4141,3722,3358,3118,3937,1996,1715,1585,1649,1706,1721,2716,2377,3025,12652,6940,6742,1861,15193,5471,2315,1549,3520,1673,2340,70440,1430,2517,2492,7418,2657,224752,1048,2035,7224,1362,702,1443,3322,1026,3816,1562,491,2527,31070,2136,4137,19958,2089,2578
216,6,0,0,0,0,71886,6877,0,11554,0,0,6555,12503,0,0,0,0,0,0,104313,49402,145958,29,30066,109588,4,0,0,0,32469,13122,13269,20442,10184,0,5,1,0,3,2,0,5934,1,0,0,0,0,3,0,269414,12742,0,0,0,16756,0,16474,1,0,0,0,0,440999,0,10,0,1,0,0,0,0,0,8740,1,0,0,0,0,0,0,1
217,5751,1327,1229,5871,1682,5226,4000,515,1242,1625,6646,2111,2845,3327,9985,1770,1439,1643,1375,1888,598,2303,565,360,791,1645,2976,897,997,6120,1384,3162,1146,1452,1290,2110,1777,1898,2661,1260,1552,2359,1811,674,640,3486,3016,10673,1224,10535,2408,2091,912,1290,1996,1564,45140,965,963,2374,4779,1318,132326,1455,1615,4112,2408,806,495,2317,1316,2283,1093,130,1591,16290,2513,125,6311,1991,1964
218,2895,497,676,5912,2734,891,2178,376,551,884,4282,1157,886,1932,5143,561,545,1638,1797,805,458,1087,309,147,722,1216,2744,1494,604,6861,1046,1273,1926,1273,458,602,285,717,645,804,0,864,831,750,195,3657,1138,3608,190,5995,1486,1083,450,38,713,575,26352,759,610,286,1829,1840,83232,2025,2098,966,918,584,433,798,435,1291,811,943,997,14351,804,2219,5102,368,775
219,8185,1638,2500,12299,1094,275,5077,2191,1160,1755,4035,3712,3319,3371,11360,1373,2716,2861,1479,1159,710,855,1,877,1222,1622,4563,724,1338,7415,1365,2650,3272,2496,897,2262,2249,2392,2023,2252,2167,1543,1119,1644,1605,5978,6100,23967,341,11402,3095,3116,3752,1516,1731,1873,44554,1298,300,36983,6809,2555,168863,1325,3544,4567,2316,1690,1109,1435,998,4849,1576,617,1295,16700,2352,1732,11908,1256,1478
220,6765,1588,1705,9815,2325,5255,4162,1246,1102,1718,8735,3335,2495,4940,14359,2137,2945,3095,2152,2451,1669,3525,1377,702,2134,3716,5092,952,1307,12254,605,3467,3350,4255,1809,1159,1511,3449,2391,2713,1812,898,2445,469,2618,7106,4473,3838,989,14453,2197,1087,3304,839,1823,2065,42028,2128,767,27799,5574,3458,141674,2334,1592,2729,1509,3137,1075,2196,854,5059,1026,841,1760,23580,1124,1490,8855,2118,1297
221,6,0,0,0,0,3160,0,0,0,0,0,7710,18034,0,1,0,0,0,1,161776,95599,170059,8573,21633,115578,5,320,0,0,104465,0,0,11656,2,0,7,0,0,9033,0,0,0,1,0,0,0,0,4,0,553557,20807,0,0,0,10241,0,938,0,0,4561,30073,547,360649,0,3,1,0,1,14204,0,0,0,0,0,0,1,0,1,0,0,1
222,4049,0,0,431,0,1753,0,0,1117,0,0,79,1273,0,0,114,0,0,143,6791,5449,6595,14,1705,6879,2702,0,0,456,1827,0,445,0,548,0,4,410,1306,275,544,0,836,267,0,0,0,0,1,0,3813,201,0,1696,0,1287,196,0,1538,0,0,383,0,89950,0,4,0,1,0,0,0,0,690,459,0,0,0,0,53,0,0,0
223,3488,423,544,2553,634,198,1173,574,237,553,823,1896,1727,1491,4678,906,510,416,924,777,330,1683,212,409,646,1274,1543,282,382,4510,218,1696,657,681,776,844,1191,1199,2271,1291,300,924,454,548,201,1460,2635,3281,421,6036,1424,624,553,254,572,771,12444,1461,641,9776,2541,517,53675,331,498,2557,622,557,139,409,321,1245,404,477,1011,7112,283,376,4059,295,790
224,5424,1154,972,7366,0,0,5362,440,2657,829,0,6323,4498,5376,16462,359,676,1032,2373,2475,417,3072,1,269,1778,1312,3265,0,471,887,627,4418,63,272,0,280,76,227,1408,1758,0,720,5534,1108,2004,10191,0,15599,1595,19137,0,191,1536,0,868,1351,38390,4164,1461,2007,166,819,254022,455,24,1540,1398,834,12554,4592,156,2505,1520,4530,210,720,271,9036,20839,3349,173
225,7114,218,628,4502,1101,1563,3748,539,594,799,1907,2146,1185,1928,8274,954,1680,1056,826,1329,583,2714,226,1003,1148,1596,1999,454,1106,6620,651,1913,1840,2219,1747,684,491,731,1120,1129,1128,1141,1066,288,835,2632,1877,3041,400,6132,1958,620,512,645,832,793,22801,1318,946,10487,3974,1163,88813,1648,1249,2508,920,1387,363,1189,504,1017,431,407,291,8059,386,1902,6513,241,812
226,9638,1729,1171,16240,2021,10152,6524,1453,2277,1126,6860,4717,5205,5649,20402,2392,4764,3294,3675,3232,2537,6717,545,1405,3534,4722,8494,2164,2085,9091,863,2824,4988,3043,5716,3294,460,2223,3635,2134,0,2802,7054,1481,5236,13517,8946,28614,1842,35495,3314,5197,2676,1948,1678,3268,84873,1670,1450,81055,10423,3093,266999,1884,2390,10466,3015,2118,1150,1086,2682,7538,3060,2447,2884,22983,2915,1495,17810,1425,2364
227,5628,959,762,14557,4382,894,1982,438,1175,1357,5816,3531,2387,7911,18921,1750,2937,3705,2750,2844,1454,6305,242,771,2796,3379,6748,752,1900,20418,1600,3141,1973,3270,1690,3103,1510,683,2759,4240,1413,3110,2217,1181,685,6105,6475,10035,1479,20301,7023,3678,2137,381,3536,1701,60515,1520,3192,0,6091,653,239234,1138,988,3391,1794,6086,997,4474,1491,2601,656,352,2732,42381,736,5601,9077,723,1581
228,5571,546,1018,11139,2298,1059,3023,647,925,1214,3805,3195,1803,3306,9462,843,2004,2092,861,1446,1270,1892,269,478,1527,2505,3825,1088,978,8498,674,1170,4200,2275,583,2788,734,822,1084,983,486,954,1654,648,949,8412,2563,6967,781,12119,2022,1786,2846,1307,1868,2770,49104,1024,857,7066,8246,1297,117985,1592,1495,4369,885,1415,1010,2205,2305,3134,1136,1387,502,22521,973,2035,7295,1836,1056
229,183,0,2563,0,0,3803,0,0,0,0,0,849,0,0,0,0,0,0,0,15444,7231,22854,0,3732,12612,3168,0,0,0,4875,380,0,1,1863,0,3,380,574,692,1,0,1,0,0,0,0,0,1,0,8223,314,0,0,0,1389,0,2798,904,0,0,0,233,27781,0,89,0,0,0,0,0,0,0,1262,0,0,0,0,1271,0,0,0
230,10697,927,934,7715,1138,86,3781,1031,1101,1984,1364,10441,4460,6209,26264,1025,2734,1430,1093,803,607,1761,157,404,1272,1114,2044,311,2587,3339,517,2037,529,1929,1263,3685,1613,2168,1654,3136,0,1141,1883,2408,2171,7262,15527,18079,1171,18429,6511,4597,2952,2009,2660,2446,74715,1418,681,17927,5554,1686,197658,1340,975,7429,652,1610,672,1396,1697,3694,1684,1834,2259,16546,2046,1528,13336,2680,2389
231,4456,495,480,8696,926,2177,3152,882,488,1102,3096,868,1792,2127,6251,508,2024,1781,1303,2376,1439,3632,245,737,2032,663,3749,756,1463,6208,631,2358,3816,2023,1930,1393,708,1625,1794,934,1159,1226,1241,668,1283,3494,2748,10058,1276,8365,3346,2048,473,494,652,1274,34644,570,339,17508,2193,2457,113200,1275,2012,2676,1759,2775,578,1898,1775,1752,613,415,1010,11091,1318,1982,10658,1623,1151
232,6443,2196,1393,9206,2177,6831,3266,1724,452,1394,4927,1830,2464,1074,11209,1975,1617,1248,2467,2756,1857,3538,459,648,1550,2177,5195,1782,1430,9379,0,3175,7834,2706,1829,655,1087,1577,4676,944,3179,1108,4674,949,1564,4655,2983,23256,2444,16921,3188,2583,1774,1085,1817,1951,28687,1713,1350,31398,5460,2288,88800,1815,2941,5222,1689,3911,1469,577,433,2360,366,354,180,15421,2948,1266,9445,902,2004
233,15732,162,1623,13899,2625,1538,5803,853,2350,1544,9311,4954,2001,6791,17815,3738,2378,4354,1695,2594,1735,2333,2215,200,2145,3496,3385,1505,4558,17584,1454,4087,1471,2659,479,3289,2045,4372,5913,908,1210,3713,4811,864,619,8634,8058,7761,1363,17890,4592,4058,1861,1845,4527,4171,80033,1236,1326,7989,6663,1788,61507,2392,3979,5610,4913,396,637,2573,350,5718,1743,1410,2647,18349,2012,7180,12071,1231,1951
234,736,134,253,1741,158,567,515,14,274,113,663,342,568,602,1731,419,451,219,591,634,687,691,152,271,393,567,692,292,208,1748,169,1037,482,188,241,13,326,185,303,520,965,435,487,368,445,721,858,3361,388,2088,286,544,467,456,313,581,8763,186,552,5408,1228,811,27876,492,423,1311,333,635,103,291,338,615,162,114,225,2346,397,324,653,228,409
235,4084,7690,664,20746,3185,10737,1590,4045,758,355,15888,13463,2196,587,15469,2081,3171,1660,6070,1038,1796,2350,671,771,1956,4068,9277,1995,1901,5663,0,5715,9468,2145,1670,3209,1940,160,5,2562,2226,3469,2198,1552,77,10200,5551,37557,514,18619,486,5794,1122,1992,1834,3052,97175,2791,1695,43145,10939,3646,87727,735,3439,9266,2880,232,373,2013,1598,1938,1382,4546,2746,47779,753,972,11357,0,1858
236,9485,9392,454,35904,1819,38947,969,5144,1221,1717,20021,24049,1550,2119,15985,4895,8052,1830,8645,6551,3271,6103,0,0,2916,2,9268,2201,8480,10258,845,4851,1461,5320,3161,2183,2582,2838,10617,9931,4202,3490,2050,4401,2057,18402,8080,40303,98,24954,1036,8085,2932,6869,2121,6409,114066,2647,1453,63334,18595,8122,127866,2661,939,7254,2715,250,1080,894,8001,8275,1619,3937,1869,69572,497,5135,13729,6,3367
237,10444,1041,2006,11279,1795,1478,3923,1364,1038,2003,7038,2883,3280,2904,15930,1558,3656,2450,1143,947,756,1941,98,239,690,1757,2969,1361,1195,11247,1016,3033,3403,2456,1525,2590,971,1918,1841,1480,2547,1411,2665,1296,1863,5805,5647,7225,784,13308,3168,3012,1941,1159,1095,2042,39246,1192,1860,16476,6792,1918,130224,2024,1819,5472,1473,2224,333,2346,1734,2939,754,580,2112,28923,1054,1964,15250,3386,1656
238,8928,247,1606,8741,1099,1076,3815,1922,1592,2458,2433,3040,2921,3478,7315,1075,2306,2292,2720,2765,1465,4941,85,906,2435,1474,2506,499,1583,6623,483,2164,3506,1534,494,536,898,1862,1777,773,378,1458,3038,704,967,5254,2808,3330,2794,13528,2364,1633,1852,1062,3041,1816,30817,550,38,2603,3146,1573,136846,1265,1661,4859,1594,4529,822,931,989,1384,697,358,2057,15295,1712,2120,6052,587,728
239,6099,152,1735,5212,827,57,1658,1272,2317,1505,6627,2935,3048,1596,13258,769,2075,2637,2056,1679,933,3481,500,1542,1825,1033,2037,1399,770,9469,701,2971,1834,1473,256,250,1472,1398,2198,895,1299,1191,1933,8,2189,2489,5247,7474,1548,11157,1370,1803,679,374,1578,1244,25992,1960,1520,17294,5089,1281,120359,317,1913,2814,2079,3265,552,869,2409,1522,479,2067,1444,13414,1502,2000,6586,1230,707
240,15565,4595,4649,31471,6908,10475,8791,5986,5353,3583,19640,16553,5990,4814,27815,5305,3876,5669,23420,3851,5471,11644,3359,163,4189,4972,3475,965,5586,22586,836,12786,2239,4714,3599,4864,4657,453,4424,5444,6851,0,6166,1,463,9248,10814,23036,1879,16161,2452,7663,3594,1819,3664,2903,161937,4135,3661,9997,8069,3831,160480,10968,1384,4325,4939,338,243,3208,5826,6551,5439,1280,1154,86831,2736,2150,4321,0,4488
241,3186,574,1261,7142,896,3484,1889,429,541,1815,6413,2863,1272,1393,8540,927,1410,1183,484,1103,951,1184,0,666,1480,1517,2680,841,1221,6938,826,2236,1964,1605,1698,1237,869,1279,460,435,606,365,1464,329,2381,4018,2696,8419,592,6773,2327,2008,1014,761,948,1936,27435,1728,672,14822,4945,2059,81283,1165,1034,3351,884,1267,664,1212,408,1783,718,369,1115,19995,1231,2152,11906,1066,1322
242,3104,374,16,2773,779,1177,464,510,440,586,640,971,1599,822,2889,550,307,448,611,531,471,1639,268,105,768,863,1442,476,817,5025,373,1069,585,1243,167,269,67,430,479,334,304,135,606,216,233,1232,1456,2978,382,3858,1044,426,698,38,968,633,11535,365,408,1187,1879,556,16152,422,990,1329,892,558,275,53,75,1181,269,485,221,6115,312,1035,2978,581,393
243,15547,6560,1241,11660,66,5,2293,482,984,885,0,38441,3929,10489,56075,633,1930,2201,31323,475,570,1038,0,247,654,5292,8821,72,2031,810,918,3215,15,648,2099,7629,273,540,3249,3067,0,1482,6178,5221,1110,63963,0,57691,0,43496,8204,0,3169,312,1830,5000,143005,2376,927,234,2151,19907,135916,620,5082,3839,4280,0,9918,4480,1320,5507,1165,16211,2606,6588,3682,5607,6650,597,6350
244,6483,766,1487,8298,1182,14195,2594,1883,1126,415,7704,3069,2448,1965,8218,926,2888,2578,1009,1482,1410,3579,4,1147,1730,1512,4035,1254,1096,4807,411,1942,622,1483,1651,2787,269,993,1684,578,1101,1154,1854,635,1887,5137,2251,15485,531,13141,1773,1344,1063,680,1434,2022,30237,2367,1084,30893,5605,1369,133887,728,2565,3655,1345,2349,1498,745,1664,3076,631,910,2289,21178,1400,2635,17675,2771,400
245,9123,930,2199,6994,2166,3266,3334,1833,367,1163,8321,2089,1655,2667,10219,903,2139,2162,719,1497,1173,2763,0,1363,2746,1399,2747,1878,1047,7639,1526,3408,3966,3024,1359,850,121,839,1205,986,1465,1004,2901,2343,405,4249,4125,5318,1298,6940,1862,1836,1273,629,842,1587,41358,298,809,9630,3094,1400,181117,1892,3670,2398,3142,1327,603,108,1381,1154,352,391,1562,19106,957,1655,7613,1611,1377
246,3074,447,817,4726,1299,1180,1938,380,805,361,3380,1415,556,1438,3956,521,623,932,1153,329,344,880,200,107,371,1381,1478,804,940,4460,801,1660,2322,1555,734,1405,316,563,390,1047,615,1187,985,504,254,3600,1362,4861,194,4377,1604,1136,616,113,428,1261,25657,832,329,172,2417,1916,61138,905,665,1454,1112,137,347,748,641,1315,391,520,287,11530,634,1188,2389,766,919
247,1024,510,118,2499,225,468,883,324,181,326,2747,461,344,562,3633,464,440,457,613,368,364,813,35,213,619,602,899,360,268,1357,151,387,1027,839,395,212,153,427,388,341,351,486,671,600,316,1337,1296,1497,388,3185,688,622,419,312,268,526,10574,423,246,2122,1349,562,27365,192,443,915,486,1018,85,403,278,431,155,105,52,3175,542,316,2085,165,656
248,6039,3744,4563,21643,6221,10981,10476,2801,3773,2340,21198,6743,9232,5855,25016,2597,3787,3485,6227,4081,4890,5794,822,1985,5300,5718,19704,2326,4588,11684,2682,14983,6090,6996,4417,1803,2026,3566,6085,5689,6913,6234,6656,4383,1343,13561,13341,15202,1465,19192,4467,8010,4704,2171,5260,2825,131985,2815,3104,24215,13511,8663,279069,3180,6691,5681,2948,9170,752,3661,2743,5268,1367,2559,843,58206,5513,3038,9881,2629,4876
249,4294,728,407,4708,1084,1038,1550,870,1198,1335,6384,1545,2063,1964,3543,745,984,1311,1859,1349,967,2384,0,616,1132,1478,1604,88,777,3434,843,1917,2015,1309,392,397,723,239,1032,676,616,1007,987,841,1337,3621,2969,4967,553,6523,1973,1490,777,1108,1358,406,21469,826,726,2740,2267,1202,64231,1116,1366,3671,1890,2183,258,458,937,664,711,986,263,10510,613,391,4385,1256,1397
